genus,Length,Reads,RPK,percentage_rpk
g_unknown,4327867,154825,357883.8108461102,46.69439470590432
unclassified,14870434,198574,241055.57393963155,31.451392252094653
g_Blautia,904823,20725,61475.88945592452,8.020981559252
g_Bacteroides,1066191,21029,53614.99651355361,6.995342436531918
g_Parabacteroides,274328,6737,10816.297285772273,1.4112414124689976
g_Lactobacillus,56768,3141,7994.133154589079,1.0430234549292008
g_Anaerotignum,21805,3105,7822.702825819694,1.0206563201398526
g_Escherichia,1228808,2036,3249.259603494711,0.42394264794719266
g_Ralstonia,57150,1559,1856.80648167489,0.24226425482288944
g_Bacillus,34887,379,1035.2161312018086,0.1350683913920938
g_Clostridium,102256,648,952.2808498290217,0.12424752538446275
g_Candidatus Protochlamydia,1245,226,947.1318063090215,0.12357571106038828
g_Desulfotalea,270,255,944.4444444444443,0.1232250812419411
g_Bradyrhizobium,130114,814,885.3776768150465,0.11551842651741372
g_Megasphaera,1827,996,793.1752507224205,0.1034884426334477
g_Tannerella,72093,418,750.4821039046509,0.09791811341393664
g_Fermentimonas,8928,574,697.4019103730128,0.0909925486559994
g_Pseudomonas,86634,673,600.3053422683718,0.07832400836928498
g_Prevotella,112519,441,599.0525860248265,0.07816055673293382
g_Cutibacterium,276111,550,575.184033818994,0.07504634043149604
g_Geosporobacter,3480,966,563.1736535848406,0.0734793026996253
g_Chlamydia,2490,120,495.86746590952566,0.06469762105263892
g_Coprococcus,6024,515,488.3221868410943,0.06371316121313243
g_Anaerophaga,150,71,473.33333333333337,0.06175751130478461
g_Streptococcus,42213,435,415.9457962797129,0.054269951864623946
g_Burkholderia,30060,197,376.1661941717888,0.04907976335713109
g_Thermoanaerobacter,13488,106,360.7418620943572,0.047067294985354884
g_Afipia,9972,376,355.85295832629123,0.04642942203523305
g_Porphyromonas,6850,161,304.60029129793656,0.03974230126747817
g_Tyzzerella,5644,72,302.8841926923989,0.03951839567797476
g_Cupriavidus,4287,207,276.5331972462661,0.036080286031868684
g_Leadbetterella,1452,48,261.89727463312374,0.034170684293339616
g_Pandoraea,4626,327,244.49861556372676,0.03190061834087544
g_Mesorhizobium,73932,208,241.40825134706287,0.03149740734852363
g_Acinetobacter,43086,149,239.72473947257953,0.031277753467636005
g_Pseudoalteromonas,3234,271,227.76148582600197,0.029716864512029272
g_Paraburkholderia,23547,185,203.15670627080456,0.026506589966539474
g_Rahnella,4737,254,193.89655217159986,0.025298384181752825
g_Chryseobacterium,6453,60,165.74281002044887,0.021625063655333746
g_Staphylococcus,25245,218,165.5295159600192,0.021597234408119174
g_Candidatus Izimaplasma,3117,198,165.5116455914518,0.021594902796523072
g_Synechocystis,1179,192,162.8498727735369,0.02124761167350938
g_Lysinibacillus,8607,371,159.55727721085432,0.020818014826288703
g_Acidovorax,26748,103,155.81022460083105,0.020329123325042643
g_Vibrio,11940,222,140.83112482832647,0.018374746021797683
g_Enterococcus,33427,221,140.0815490385529,0.01827694615846515
g_Polynucleobacter,4182,54,135.8009131136693,0.017718436112994725
g_Dokdonia,780,52,133.33333333333331,0.017396482057685802
g_Asticcacaulis,3168,69,116.50277455155504,0.01520053820367556
g_Prochlorococcus,3717,78,110.59566689841263,0.014429816511420234
g_Aerococcus,6219,225,103.09814593790253,0.013451587844920456
g_Spirosoma,12930,74,83.9823291559161,0.010957478117426684
g_Fischerella,4608,195,78.47710499121598,0.010239191616891104
g_Halobacillus,360,28,77.77777777777779,0.010147947866983385
g_Haloferax,11121,83,73.75769779171088,0.009623433496872827
g_Ornithobacterium,1470,20,71.98572732553316,0.009392238103710752
g_Betacoronavirus,813,57,70.11070110701108,0.009147596653949179
g_Barnesiella,21924,79,66.75077808919097,0.00870921535023883
g_Cytophaga,2979,30,65.60005234916895,0.008559076002566753
g_Pelosinus,4929,41,62.93585500665472,0.00821146854306288
g_Microbacterium,5154,31,61.371180644759434,0.008007319822091638
g_Porphyrobacter,2661,54,60.682670466515745,0.00791748740987401
g_Azospirillum,2700,83,60.433914916319225,0.007885031373880934
g_Flavobacterium,32682,70,59.40326035862274,0.007750558147476141
g_Dyella,5448,71,56.80886514483593,0.0074120580240722295
g_Polymorphum,1167,60,51.41388174807198,0.006708155035097353
g_Paludibacter,15963,55,50.64649313614394,0.006608031068457264
g_Rhizobium,17445,45,47.58075044413155,0.006208032535444203
g_Gramella,11268,54,46.820942371989545,0.0061088976292369285
g_Rhodococcus,10599,49,45.366367834684645,0.005919114030438493
g_Formosa,7038,63,44.5760510900694,0.005815998547431585
g_Cronobacter,4572,100,43.74453193350831,0.005707507236773558
g_Paenibacillus,14913,51,43.21317634182633,0.005638179351646458
g_Pedobacter,18192,26,42.975665408167636,0.005607190441427225
g_Methylotenera,747,32,42.8380187416332,0.005589231183192225
g_Methylobacterium,9777,42,41.78221617783117,0.005451476805509921
g_Lactococcus,4119,20,39.91152019886432,0.005207400337758807
g_Sphingopyxis,13864,33,37.82442044605544,0.004935088887241257
g_Methanotorris,1314,48,36.529680365296805,0.0047661594678591246
g_Nonlabens,5178,109,36.282419246384194,0.004733898415718675
g_Roseburia,2982,28,34.472723015287,0.0044977808056125956
g_Veillonella,2757,20,34.39798683701123,0.004488029706229337
g_Anaerostipes,4896,29,34.01715666270992,0.004438341416522402
g_Rhodopseudomonas,18741,36,33.536172744762496,0.004375585705782843
