genus,Length,Reads,RPK,percentage_rpk
unclassified,18111526,294668,329536.50766726205,70.84073062103343
g_unknown,2418041,29634,48010.7314561736,10.320905923539517
g_Blautia,3376349,22286,46808.33513223693,10.062425809494838
g_Bacteroides,2302897,12340,13923.06611095759,2.9930528267328986
g_Parabacteroides,596035,3068,4267.792890484238,0.9174509029100542
g_Methylobacillus,5976,4915,2608.600905292913,0.5607730546693469
g_Lactobacillus,92441,837,2063.1411460670065,0.4435151273414517
g_Anaerotignum,55012,1094,1661.6595235281818,0.3572082969605038
g_Clostridium,433600,1277,1175.1077034844875,0.25261385714902346
g_Bacillus,171690,556,462.25718282712006,0.09937180192295593
g_Pseudomonas,99591,547,412.3220111697585,0.08863719752681412
g_Tannerella,115968,382,365.7190234052152,0.07861891540768456
g_Barnesiella,50568,252,353.88813741565446,0.07607562024039803
g_Staphylococcus,77190,376,320.1985829697297,0.06883334936685896
g_Ruminiclostridium,22284,89,294.48654695237866,0.06330601210727184
g_Haemophilus,8043,47,292.0232953221927,0.06277648490428886
g_Prevotella,182211,435,288.75279923237986,0.062073423704376185
g_Cellulosilyticum,33603,87,277.8921372458227,0.05973869837879058
g_Mycoplasma,55883,135,227.20532939267468,0.048842514139348085
g_Alistipes,47109,224,224.33960651577667,0.048226467365672106
g_Pedobacter,80997,209,209.96565279754319,0.045136486863904056
g_Ornithobacterium,17034,132,209.92715372649369,0.045128210687341144
g_Paenibacillus,56882,244,209.11201061879274,0.04495297871162166
g_Odoribacter,34428,274,199.45067544321554,0.04287607364438813
g_Oenococcus,12567,268,174.21728609832795,0.03745163144861856
g_Clostridioides,38520,127,161.33743724795576,0.03468283988343597
g_Acinetobacter,33528,89,157.8654510436076,0.03393646419000136
g_Escherichia,104251,110,153.26521985633934,0.032947548756507725
g_Streptococcus,102464,164,144.34706275347722,0.03103040528299062
g_Petrimonas,35355,200,142.48847978045495,0.0306308641922
g_Orthobunyavirus,1525,21,133.17813316367355,0.028629411420436634
g_Alkaliphilus,19626,60,132.65820110922223,0.028517641204531402
g_Moraxella,6948,87,128.5876492775125,0.02764259137217636
g_Campylobacter,39945,127,125.9199184404672,0.02706910710806754
g_Flavobacterium,45213,154,117.2604751875033,0.025207579560926265
g_Bradyrhizobium,32385,123,116.79783134227795,0.02510812463787361
g_Marinomonas,3870,122,115.25372664502297,0.02477618719736592
g_Lachnoclostridium,25683,101,112.96384342555415,0.02428392914240162
g_Fusobacterium,76446,148,110.61565882648866,0.023779137992527503
g_Brachyspira,40377,86,106.82715180412129,0.022964719561843615
g_Ralstonia,21660,81,104.91076177284707,0.02255275164080402
g_Lysinibacillus,29422,148,100.05882334433277,0.021509726497285546
g_Chryseobacterium,25332,111,91.89860424013236,0.01975551757074997
g_Marinitoga,1245,36,90.06898603672798,0.019362203060002105
g_Coprococcus,7398,86,88.21914042719548,0.0189645402473352
g_Mucilaginibacter,28476,107,87.5007805851789,0.018810113848823237
g_Liberibacter,6468,26,87.10316472158188,0.018724638043780818
g_Anaerophaga,150,13,86.66666666666667,0.01863080370250026
g_Solibacillus,1431,62,86.10319721430832,0.01850967421681668
g_Porphyromonas,39455,71,85.09933996351974,0.01829387420853083
g_Geosporobacter,15231,122,83.99518566171241,0.018056513261751096
g_Natranaerobius,2865,41,82.6170564169023,0.01776025569901957
g_Persicobacter,26427,147,79.15837326913909,0.01701673977446047
g_Deinococcus,4758,81,77.35135631907963,0.016628283873495294
g_Spiroplasma,26256,74,77.25697717302724,0.01660799511183708
g_Draconibacterium,33595,122,75.87196788863972,0.01631025854141134
g_Gillisia,1497,36,74.3556542113701,0.01598429535903488
g_Aneurinibacillus,13506,79,73.80666080777185,0.015866277801307112
g_Lactococcus,20616,56,73.62105321280626,0.015826377585912915
g_Eubacterium,14031,51,73.01581037995388,0.015696268042706556
g_Thermoanaerobacter,31530,77,68.76261955557902,0.014781956157804211
