genus,Length,Reads,RPK,percentage_rpk
unclassified,7051881,53122,113400.07917540676,31.082213138967457
g_unknown,1754575,41317,112701.85097387833,30.890833397988832
g_Parabacteroides,135751,8111,44113.77615002297,12.091294844149255
g_Blautia,373326,7151,34350.470549672944,9.4152372274561
g_Bacteroides,347805,15254,33420.910714054866,9.160451012612164
g_Anaerotignum,21519,4271,15908.600282021454,4.36044232335656
g_Cutibacterium,493239,1091,1784.0903926925585,0.48900739971335505
g_Lactobacillus,20564,424,1284.2671489807115,0.35200914798522986
g_Weissella,237,221,932.4894514767933,0.25558920321218176
g_Prevotella,18858,378,773.2123437433875,0.21193239938340927
g_Escherichia,431515,407,583.7134213427405,0.15999199565096683
g_Anaerophaga,150,86,573.3333333333334,0.15714688204738125
g_Chlamydia,5421,118,535.3384811792617,0.14673274387901453
g_Tannerella,20856,136,489.0133833406483,0.13403534035713432
g_Ralstonia,23853,313,445.0627070887894,0.12198875011843635
g_Mycoplasma,1847,90,310.14684468061114,0.08500920282277581
g_Bradyrhizobium,60980,139,204.80740891903204,0.05613635883458531
g_Pseudomonas,57510,136,201.967019728677,0.055357826907145684
g_Chitinophaga,283,54,190.81272084805656,0.05230050721438854
g_Rhodococcus,12072,115,143.5469337765354,0.039345266983333356
g_Leadbetterella,180,25,138.88888888888889,0.03806852762775708
g_Acidovorax,31602,104,133.31713771589762,0.036541347410816244
g_Clostridium,43389,81,130.81287755141184,0.03585494623055275
g_Porphyromonas,6133,61,130.6591289737762,0.035812804760329504
g_Owenweeksia,1116,51,91.39784946236558,0.025051547213104663
g_Mesorhizobium,33174,104,89.66184171958383,0.02457571895033443
g_Pseudoalteromonas,2376,98,82.4915824915825,0.02261039822739512
g_Paenibacillus,7251,62,75.80885285197456,0.02077870614641255
g_Raoultella,273,19,69.59706959706959,0.01907609736072223
g_Tyzzerella,1179,20,67.65389082462254,0.018543484886273314
g_Corynebacterium,31473,53,58.71862611002839,0.01609438781040159
g_Streptococcus,12114,32,57.14181848491127,0.015662195248990502
g_Micrococcus,15029,73,50.74358555941323,0.013908481839359842
g_Nitrobacter,5901,51,45.34798196659822,0.012429582511381015
g_Thauera,990,42,42.42424242424242,0.011628204802660344
g_Bacillus,15558,29,41.23312447576933,0.011301727235648915
g_Mahella,1314,13,39.32209049924862,0.010777925437573034
g_Candidatus Azobacteroides,1837,11,37.825726164948776,0.01036778185116235
g_Mucilaginibacter,756,14,37.03703703703704,0.01015160736740189
g_Elizabethkingia,3588,30,36.898736184089685,0.010113700016544035
g_Brevundimonas,11379,29,31.216294358265365,0.008556180222339522
g_Geosporobacter,1713,52,30.35610040863981,0.008320406738956364
g_Acinetobacter,12666,15,27.599554470136642,0.007564855693393319
g_Gynuella,3198,44,27.37022434994837,0.007501997821276219
g_Vibrio,7887,21,24.30069599151837,0.006660660360433269
g_Candidatus Kuenenia,3183,76,23.876845743009742,0.0065444858051865165
g_Flavobacterium,28317,34,23.511891007137493,0.006444454121179394
g_Caulobacter,9741,25,22.15878397696634,0.006073576416177438
g_Veillonella,477,6,21.973150962512662,0.006022695632294092
g_Marmoricola,1701,6,18.817696414950415,0.005157806370215654
g_Staphylococcus,7644,13,17.844805600772883,0.004891143420179833
g_Pedobacter,7335,6,16.273027257612174,0.004460329351754303
g_Mastadenovirus,1383,8,15.000338302622973,0.004111493710313559
g_Fusobacterium,10815,10,14.691686872047189,0.004026894390625568
g_Alistipes,8625,10,14.276380781730591,0.003913061732738577
g_Paludibacter,3424,6,13.404408362654921,0.0036740598486297623
g_Enterococcus,7737,12,13.173603924755524,0.0036107978757601304
g_Brachyspira,1230,8,13.008130081300813,0.0035654425875752973
g_Citrobacter,5166,17,12.5596495229472,0.0034425170269866833
g_Lachnoclostridium,3717,7,12.227646167750201,0.0033515170989079435
g_Listeria,1950,6,12.050997108468373,0.003303098757833393
g_Shigella,4635,5,11.917956820301438,0.003266633293056441
g_Rhizobium,5580,13,11.62599809093366,0.003186609332579706
g_Helicobacter,3882,11,10.672558518888577,0.002925277839613181
g_Eubacterium,2349,6,10.451632291679806,0.0028647234190869895
g_Leuconostoc,2898,6,10.408156766843074,0.0028528070647146652
g_Thermovirga,201,2,9.950248756218905,0.0027272975016900598
g_Delftia,13344,13,9.240411936198614,0.0025327359150122395
g_Erysipelothrix,114,1,8.771929824561402,0.002404328060700447
g_Ruminiclostridium,2055,3,8.609788869561594,0.002359886295240439
g_Barnesiella,5316,9,8.381456569420905,0.00229730191901169
g_Halobacillus,360,3,8.333333333333334,0.0022841116576654253
g_Propionibacterium,9333,8,8.213324643606748,0.0022512180679983475
g_Woeseia,4260,17,7.981220657276996,0.002187599897482379
g_Gramella,4896,6,7.822614372189417,0.0021441269617126736
g_Burkholderia,11031,9,7.758439574400269,0.002126537073261652
g_Rhodopseudomonas,18414,11,7.43183211149685,0.0020370161236418645
g_Flavisolibacter,10617,12,7.26960761780053,0.0019925514607765887
g_Azospirillum,3402,6,7.205132928102167,0.0019748793739328614
g_Anaerococcus,283,2,7.06713780918728,0.0019370558227551308
g_Afipia,5376,7,7.019056261343013,0.0019238769878811685
g_Lysinibacillus,4734,9,6.858447329122569,0.0018798551397519788
g_Desulfobulbus,150,1,6.666666666666667,0.0018272893261323403
g_Mesotoga,468,3,6.41025641025641,0.0017570089674349423
g_Azospira,2445,8,6.38838315026265,0.0017510136512577947
g_Actinomyces,3765,5,6.326182236371317,0.0017339647913533988
g_Ruminococcus,1980,6,6.0606060606060606,0.0016611721146657635
g_Mitsuaria,990,6,6.0606060606060606,0.0016611721146657635
g_Yersinia,5637,9,6.057364594659987,0.0016602836502471214
g_Halothermothrix,999,6,6.006006006006006,0.0016462066001192252
g_Clavibacter,2685,7,5.99655040915786,0.001643614883440301
g_Sphingopyxis,5733,6,5.953670603216537,0.0016318618116848203
g_Francisella,672,4,5.952380952380952,0.001631508326903875
g_Mycolicibacterium,6639,6,5.551708270154873,0.0015216865895781957
g_Desulfovibrio,1455,8,5.498281786941581,0.0015070427432019298
g_Simkania,372,2,5.376344086021505,0.001473620424300274
g_Comamonas,753,4,5.3120849933598935,0.0014560074311811475
g_Ornithobacterium,2235,3,5.274245692364159,0.0014456359285584751
g_Methylobacterium,9807,8,5.216639693348709,0.001429846504490157
g_Variovorax,3372,5,5.172633154072859,0.001417784602565339
g_Legionella,4887,2,5.115499114443984,0.0014021245394494394
g_Alcaligenes,12417,11,5.0673419947633365,0.0013889249908339808
g_Intrasporangium,399,2,5.012531328320802,0.001373901748971684
g_Leptotrichia,1680,4,4.991160594658687,0.0013680441719448244
g_Rhodoplanes,1404,7,4.985754985754986,0.0013665625302271775
g_Runella,3663,3,4.933593893423356,0.0013522655191386289
g_Novosphingobium,3216,8,4.856395331745892,0.001331105902976729
g_Fructobacillus,210,1,4.761904761904762,0.0013052066615231001
g_Leptospirillum,1272,3,4.716981132075471,0.0012928933911313726
g_Weeksella,3414,5,4.63354474982382,0.0012700240295264414
g_Xanthomonas,5709,6,4.615967979057258,0.0012652063526849995
g_Bordetella,4971,6,4.545002274920785,0.0012457551216314932
g_Stenotrophomonas,4683,7,4.433787098667508,0.001215271775960762
g_Cryobacterium,690,3,4.347826086956522,0.001191710430086309
g_Dichelobacter,231,1,4.329004329004329,0.0011865515104755456
g_Leptospira,231,1,4.329004329004329,0.0011865515104755456
g_Desulfitobacterium,2241,3,4.272086476166154,0.0011709507027319102
g_Mycobacterium,2568,3,4.121593453585873,0.001129701558659159
g_Trichormus,1701,7,4.11522633744856,0.0011279563741557655
g_Algoriphagus,1476,3,4.065040650406504,0.0011142008086172806
g_Fermentimonas,2229,3,4.038048348610976,0.0011068023968734738
g_Lactococcus,6702,7,3.991135064472401,0.0010939437753694392
g_Clostridioides,1926,3,3.9596156042005077,0.0010853044993713967
g_Butyrivibrio,4083,3,3.906394296479627,0.0010707168902432211
g_Methylotenera,1512,2,3.9019858320752525,0.001069508559250609
g_Cellulosilyticum,2640,5,3.8956886785240172,0.0010677825510302305
g_Echinicola,1305,5,3.831417624521073,0.0010501662793864024
g_Octadecabacter,801,3,3.745318352059925,0.001026567037153
g_Formosa,558,2,3.584229390681003,0.0009824136162001828
g_Arsenophonus,1968,7,3.5569105691056913,0.0009749257075401204
g_Filifactor,283,1,3.53356890459364,0.0009685279113775654
g_Rothia,1839,3,3.330842318778691,0.0009129618924201293
g_Sulfuricaulis,1512,5,3.306878306878307,0.0009063935149465972
g_Acidipropionibacterium,1278,4,3.1298904538341157,0.0008578823127381878
g_Microbacterium,3207,3,3.12946699402225,0.0008577662451990476
g_Hydrogenophaga,1944,3,3.0043833353318146,0.0008234816400392555
g_Chryseobacterium,333,1,3.003003003003003,0.0008231033000596126
g_Roseateles,1362,2,2.936857562408223,0.0008049732714239383
g_Selenomonas,345,1,2.8985507246376816,0.0007944736200575394
g_Odoribacter,2064,3,2.8584757623308876,0.0007834893374272852
g_Candidatus Arthromitus,351,1,2.8490028490028494,0.00078089287441553
g_Cronobacter,2118,3,2.8328611898017,0.0007764685521808811
g_Cupriavidus,7326,4,2.735057094505316,0.0007496610952728142
g_Gemella,384,1,2.6041666666666665,0.0007137848930204452
g_Roseburia,393,1,2.544529262086514,0.000697438674096313
g_Limnohabitans,3318,3,2.519447903031851,0.0006905640391434912
g_Campylobacter,3660,3,2.5062796100050133,0.0006869546969497927
g_Bernardetia,1623,2,2.502960988970316,0.0006860450848306656
g_Psychromonas,804,2,2.487562189054726,0.0006818243754225149
g_Meiothermus,403,1,2.4813895781637716,0.0006801325035232035
g_Serratia,3609,3,2.4386991732985246,0.0006684313453524233
g_Flammeovirga,3282,4,2.437538086532602,0.0006681130991343108
g_Actinoalloteichus,2046,2,2.379332600694263,0.0006521593596850992
g_Megasphaera,1272,3,2.358490566037736,0.0006464466955656864
g_Lentzea,849,2,2.3557126030624262,0.0006456852742517102
g_Leptothrix,3981,3,2.354538362562435,0.0006453634226819183
g_Anaerostipes,2886,3,2.312812379853902,0.0006339266062580656
g_Erysipelatoclostridium,447,1,2.237136465324385,0.000613184337628302
g_Lutibacter,447,1,2.237136465324385,0.000613184337628302
g_Psychrobacter,4254,3,2.2196599723681008,0.0006083941462727152
g_Phenylobacterium,4068,4,2.073827073827074,0.0005684223114372714
g_Buchnera,2910,3,2.0618556701030926,0.0005651410287007237
g_Desulfobacterium,978,2,2.044989775051125,0.0005605181982001043
g_Candidatus Kinetoplastibacterium,492,1,2.032520325203252,0.0005571004043086403
g_Sphingobium,2205,2,2.0167264824997533,0.0005527714162800329
g_Cobetia,2130,2,1.9921436588103254,0.0005460334265799501
g_Geobacter,1533,3,1.9569471624266146,0.0005363862992560685
g_Pontibacter,4929,3,1.9565388270771256,0.000536274377232228
g_Acaryochloris,2088,2,1.9157088122605364,0.0005250831396932012
g_Fictibacillus,1059,2,1.8885741265344667,0.0005176457014539207
g_Methanosarcina,543,1,1.8416206261510129,0.0005047760569426354
g_Anoxybacillus,2874,2,1.8135695895804935,0.0004970874529857967
g_Methylocella,1152,2,1.7361111111111112,0.00047585659534696355
g_Advenella,591,1,1.6920473773265652,0.0004637790167848579
g_Algibacter,1197,2,1.670843776106934,0.00045796724965722804
g_Paracoccus,1221,2,1.6380016380016378,0.00044896543639615224
g_Collimonas,2453,2,1.6310274209420461,0.000447053849537484
g_Janthinobacterium,3096,2,1.6264775413711583,0.0004458067575812234
g_Rubrivivax,618,1,1.6181229773462784,0.00044351682673115047
g_Pluralibacter,1860,3,1.6129032258064515,0.00044208612729008224
g_Gordonia,2559,2,1.581105327935703,0.0004333705333841825
g_Candidatus Phytoplasma,642,1,1.557632398753894,0.00042693675844213553
g_Serinicoccus,1953,3,1.5360983102918586,0.0004210344069429355
g_Mannheimia,1314,2,1.5220700152207,0.00041718934386583104
g_Alicycliphilus,5973,5,1.5190352967382812,0.00041635754756221997
g_Polaribacter,2799,2,1.4344356810110233,0.00039316935134022256
g_Methanolacinia,708,1,1.4124293785310735,0.00038713756909583476
g_Chlorobaculum,2838,2,1.409443269908386,0.0003863190964338985
g_Trichodesmium,711,1,1.4064697609001406,0.0003855040772431097
