Pathway,both,humann2,mpro,num_Ecs,sample
Acarbose and validamycin biosynthesis,2,0,0,14,kimchi_69_ec
Aflatoxin biosynthesis,1,0,0,13,kimchi_69_ec
"Alanine, aspartate and glutamate metabolism",12,5,12,50,kimchi_69_ec
Amino sugar and nucleotide sugar metabolism,19,3,21,119,kimchi_69_ec
Aminoacyl-tRNA biosynthesis,21,0,2,31,kimchi_69_ec
Aminobenzoate degradation,1,0,2,51,kimchi_69_ec
Arachidonic acid metabolism,0,0,1,26,kimchi_69_ec
Arginine and proline metabolism,8,1,11,86,kimchi_69_ec
Arginine biosynthesis,11,0,9,28,kimchi_69_ec
Ascorbate and aldarate metabolism,3,0,13,46,kimchi_69_ec
Atrazine degradation,0,0,1,10,kimchi_69_ec
Benzoate degradation,1,2,8,69,kimchi_69_ec
Biosynthesis of ansamycins,0,0,1,4,kimchi_69_ec
Biosynthesis of antibiotics,97,11,63,496,kimchi_69_ec
Biosynthesis of secondary metabolites,123,18,131,778,kimchi_69_ec
Biosynthesis of siderophore group nonribosomal peptides,1,0,1,6,kimchi_69_ec
Biosynthesis of terpenoids and steroids,0,0,1,1,kimchi_69_ec
Biosynthesis of unsaturated fatty acids,1,0,5,16,kimchi_69_ec
Biosynthesis of vancomycin group antibiotics,1,0,0,10,kimchi_69_ec
Biotin metabolism,4,0,7,20,kimchi_69_ec
Butanoate metabolism,5,4,11,55,kimchi_69_ec
C5-Branched dibasic acid metabolism,3,0,2,22,kimchi_69_ec
Caffeine metabolism,0,0,1,12,kimchi_69_ec
Caprolactam degradation,0,0,3,21,kimchi_69_ec
Carbapenem biosynthesis,2,0,0,5,kimchi_69_ec
Carbon fixation in photosynthetic organisms,11,0,7,25,kimchi_69_ec
Carbon fixation pathways in prokaryotes,8,0,17,50,kimchi_69_ec
Carotenoid biosynthesis,1,0,5,36,kimchi_69_ec
Chloroalkane and chloroalkene degradation,1,0,1,17,kimchi_69_ec
Chlorocyclohexane and chlorobenzene degradation,0,0,1,21,kimchi_69_ec
Citrate cycle (TCA cycle),3,0,13,26,kimchi_69_ec
"Cutin, suberine and wax biosynthesis",0,1,1,8,kimchi_69_ec
Cyanoamino acid metabolism,3,0,3,30,kimchi_69_ec
Cysteine and methionine metabolism,17,3,19,76,kimchi_69_ec
D-Alanine metabolism,2,1,0,6,kimchi_69_ec
D-Glutamine and D-glutamate metabolism,3,0,1,12,kimchi_69_ec
Dioxin degradation,0,0,1,13,kimchi_69_ec
Drug metabolism - cytochrome P450,1,0,1,8,kimchi_69_ec
Drug metabolism - other enzymes,10,0,6,25,kimchi_69_ec
Ether lipid metabolism,0,0,2,23,kimchi_69_ec
Ethylbenzene degradation,0,0,1,6,kimchi_69_ec
Fatty acid biosynthesis,7,0,4,17,kimchi_69_ec
Fatty acid degradation,2,1,8,29,kimchi_69_ec
Fatty acid elongation,0,0,4,13,kimchi_69_ec
Flavonoid biosynthesis,0,0,4,22,kimchi_69_ec
Fluorobenzoate degradation,0,0,1,14,kimchi_69_ec
Folate biosynthesis,7,0,12,51,kimchi_69_ec
Fructose and mannose metabolism,11,0,13,75,kimchi_69_ec
Galactose metabolism,12,3,7,48,kimchi_69_ec
Geraniol degradation,0,0,4,10,kimchi_69_ec
Glucosinolate biosynthesis,0,0,1,15,kimchi_69_ec
Glutathione metabolism,7,0,11,39,kimchi_69_ec
Glycerolipid metabolism,5,1,9,40,kimchi_69_ec
Glycerophospholipid metabolism,8,1,11,61,kimchi_69_ec
"Glycine, serine and threonine metabolism",16,1,14,68,kimchi_69_ec
Glycolysis / Gluconeogenesis,19,0,13,48,kimchi_69_ec
Glycosaminoglycan degradation,1,0,1,15,kimchi_69_ec
Glycosphingolipid biosynthesis - ganglio series,1,0,1,8,kimchi_69_ec
Glycosphingolipid biosynthesis - globo and isoglobo series,1,0,1,13,kimchi_69_ec
Glyoxylate and dicarboxylate metabolism,9,1,11,73,kimchi_69_ec
Histidine metabolism,8,0,5,38,kimchi_69_ec
