genus,Length,Reads,RPK
g_Acetoanaerobium,999,1,1.001001001001001
g_Acholeplasma,438,1,2.2831050228310503
g_Acidaminococcus,2517,2,0.7945967421533572
g_Acidothermus,1113,1,0.8984725965858041
g_Acidovorax,13362,57,45.60250330527644
g_Acinetobacter,6576,7,7.207847316933655
g_Actinomyces,1961,3,4.7020893522589295
g_Actinoplanes,1224,1,0.8169934640522876
g_Actinotignum,339,2,5.899705014749262
g_Advenella,1524,6,3.937007874015748
g_Aerococcus,2262,1,0.4420866489832007
g_Aeromonas,3759,2,1.0661670231901965
g_Afipia,762,5,6.561679790026247
g_Agrican357virus,2421,1,0.4130524576621231
g_Agrobacterium,3786,17,16.33782746256728
g_Algibacter,861,1,1.1614401858304297
g_Algoriphagus,1740,3,3.3510215341674376
g_Alistipes,7407,22,13.932282447649769
g_Alkaliphilus,1821,2,2.2147788140169595
g_Altererythrobacter,2679,2,1.9465261157104057
g_Anaerococcus,972,2,2.05761316872428
g_Anaerophaga,414,164,1090.4545454545455
g_Anaerostipes,1920,3,3.180817225348666
g_Anaerotignum,16985,4506,18584.54895741612
g_Anoxybacillus,5595,4,1.3352844338759833
g_Arcobacter,1962,2,2.42848230995455
g_Arsenophonus,1788,1,0.5592841163310962
g_Asticcacaulis,717,2,2.789400278940028
g_Azospirillum,810,2,2.4691358024691357
g_Azotobacter,1473,1,0.678886625933469
g_Bacillus,12499,55,152.19142096807843
g_Bacteroides,323091,10321,21565.2776856193
g_Barnesiella,24240,36,26.921877062045056
g_Bartonella,3711,21,18.3543634020779
g_Bernardetia,1605,4,2.4922118380062304
g_Blattabacterium,912,46,50.43859649122807
g_Blautia,287083,28743,84585.54275816852
g_Bordetella,3387,15,16.828197457995294
g_Borrelia,2646,2,1.7755660371661
g_Brachyspira,2112,3,4.1785521548068765
g_Bradyrhizobium,76154,166,168.83407257198036
g_Brevundimonas,11892,13,8.71414183614752
g_Buchnera,1008,17,16.865079365079364
g_Burkholderia,6825,7,3.18822442716248
g_Butyrivibrio,3996,3,2.525832376578645
g_Caldicellulosiruptor,3168,5,7.190374321629751
g_Calditerrivibrio,1287,1,0.7770007770007771
g_Campylobacter,2472,1,0.4045307443365696
g_Candidatus Azobacteroides,283,1,3.53356890459364
g_Candidatus Blochmannia,933,11,11.789924973204716
g_Candidatus Brownia,144,1,6.944444444444445
g_Candidatus Hepatoplasma,1194,1,0.8375209380234506
g_Candidatus Ishikawaella,1287,1,0.7770007770007771
g_Candidatus Izimaplasma,1194,1,0.8375209380234506
g_Candidatus Paracaedimonas,3606,2,0.5546311702717693
g_Candidatus Symbiobacter,1164,1,0.859106529209622
g_Candidatus Thioglobus,3576,9,2.5167785234899327
g_Capnocytophaga,4953,7,4.973971926587983
g_Carnobacterium,729,1,1.3717421124828533
g_Caulobacter,14018,31,19.1877918953849
g_Cellulophaga,2445,65,55.073180339994124
g_Cellulosilyticum,1194,7,5.8626465661641545
g_Chitinophaga,283,2,7.06713780918728
g_Chlamydia,2229,84,279.3786947026219
g_Chlorobaculum,666,1,1.5015015015015014
g_Chlorobium,1914,2,2.9895786474733845
g_Chryseobacterium,1017,10,15.779351341900515
