uniref,ec
UNMAPPED,0
UniRef90_A7ACF2,0
UniRef90_D0TKA0,0
UniRef90_B5CUP9,0
UniRef90_D1KAJ3,0
UniRef90_S0GJR7,0
UniRef90_A5ZLI4,0
UniRef90_unknown,0
UniRef90_A7AJP9,0
UniRef90_A7AJP8,0
UniRef90_UPI000156FA79,0
UniRef90_K0WTB3,0
UniRef90_A8RZB5,0
UniRef90_S7K4H7,0
UniRef90_G9S8W7,0
UniRef90_A0A015S3B6,0
UniRef90_G5SMU9,0
UniRef90_G1Q1K5,0
UniRef90_G1Q6C2,0
UniRef90_UPI0001E48A46,0
UniRef90_UPI00019656B7,0
UniRef90_W6U045,0
UniRef90_UPI00019660E0,0
UniRef90_E0XVH4,0
UniRef90_G1Q0M0,0
UniRef90_UPI00015BEA70,0
UniRef90_B3C522,0
UniRef90_W8YEK8,0
UniRef90_A7SPZ4,0
UniRef90_D4CI29,0
UniRef90_A5ZQM1,0
UniRef90_UPI0002487685,0
UniRef90_R9J210,0
UniRef90_G7SQ06,0
UniRef90_K7F1M8,0
UniRef90_A7B5X1,0
UniRef90_Q5C0F6,0
UniRef90_A7VD49,0
UniRef90_J3SBR0,0
UniRef90_F7AA48,0
UniRef90_K7E4C1,0
UniRef90_A0A026VT83,0
UniRef90_B1QRR6,0
UniRef90_A0A009X8S5,0
UniRef90_A5KRL1,0
UniRef90_D1KAJ2,0
UniRef90_A5ZYU0,0
UniRef90_UPI0001DE5DFE,0
UniRef90_A2VD29,0
UniRef90_A5ZYU6,0
UniRef90_D5GZ89,0
UniRef90_G3N917,0
UniRef90_W1YU10,0
UniRef90_I7GIE7,0
UniRef90_UPI0001532979,0
UniRef90_A5Z511,0
UniRef90_K7EZW6,0
UniRef90_A5ZYV5,0
UniRef90_W1WT70,0
UniRef90_K4G302,0
UniRef90_A7VEU0,0
UniRef90_K4FXW8,0
UniRef90_B0NWG2,0
UniRef90_UPI000185C9BD,0
UniRef90_UPI000203B445,0
UniRef90_R9D7R0,0
UniRef90_A5ZYV7,0
UniRef90_N1ZD63,0
UniRef90_B1A1E2,0
UniRef90_D6SEF8,0
UniRef90_E9RZN0,0
UniRef90_UPI000156186B,0
UniRef90_UPI0001C40BFB,0
UniRef90_UPI0001DA96E4,0
UniRef90_D4CI50,0
UniRef90_B0NEX9,0
UniRef90_B6A8G9,0
UniRef90_A8ST13,0
UniRef90_W1YRV6,0
UniRef90_G6AJF3,0
UniRef90_A6BKY7,0
UniRef90_A5KR94,0
UniRef90_W8YNF3,0
UniRef90_A5ZQM3,0
UniRef90_W2CMU2,0
UniRef90_D7UYD2,0
UniRef90_A5ZYV6,0
UniRef90_A5ZLI2,0
UniRef90_UPI0001FD331E,0
UniRef90_A8S6F0,0
UniRef90_K5Z1A3,0
UniRef90_A7VEM4,0
UniRef90_N2B405,0
UniRef90_D9UEL3,0
UniRef90_H4BMF2,0
UniRef90_A7LQH0,0
UniRef90_J9PBD2,0
UniRef90_Q99JC0,0
UniRef90_D6S3A2,0
UniRef90_I0UD96,0
UniRef90_A7B8Q0,0
UniRef90_H9H5T7,0
UniRef90_A5ZYK8,0
UniRef90_Q5BXX7,0
UniRef90_Q6QI74,0
UniRef90_C1BRN8,0
UniRef90_N1ZRS8,0
UniRef90_M2QEQ9,0
UniRef90_T1DKC0,0
UniRef90_K5ZZY7,0
UniRef90_H1A175,0
UniRef90_T0NDH0,0
UniRef90_V4BAV7,0
UniRef90_K6AYS9,0
UniRef90_W4SH06,0
UniRef90_K5ZGT5,0
UniRef90_R0CI69,0
UniRef90_M1XNQ3,0
UniRef90_R0LWV9,0
UniRef90_Q5L7N5,4.1.1.49
UniRef90_Q3RFD0,0
UniRef90_A0A016JHV3,0
UniRef90_E0MU53,0
UniRef90_UPI0002B431B5,0
UniRef90_V1EAX6,0
UniRef90_K6A1K8,0
UniRef90_A6BKY9,0
UniRef90_U3F7S4,0
UniRef90_A7VJ92,0
UniRef90_A6LE88,0
UniRef90_K5ZU07,0
UniRef90_A8SIA6,0
UniRef90_B5CLP5,0
UniRef90_D1YGT1,0
UniRef90_M0R7L3,0
UniRef90_A7VD51,0
UniRef90_C7TFZ2,0
UniRef90_A5Z319,0
UniRef90_N2BCN4,0
UniRef90_N1ZJP8,0
UniRef90_UPI0001CE1FEF,0
UniRef90_UPI0001FABDB5,0
UniRef90_N2B6Q5,0
UniRef90_A5Z324,0
UniRef90_UPI0001871175,0
UniRef90_K5Z9T8,0
UniRef90_G3N919,0
UniRef90_E7EZ11,0
UniRef90_K6A0T5,0
UniRef90_N2ASE1,0
UniRef90_M0RDR8,0
UniRef90_C6JSD0,0
UniRef90_A6LIG0,0
UniRef90_E3ZUM0,0
UniRef90_N1ZAM5,0
UniRef90_R5DHY0,0
UniRef90_UPI000377D7E9,0
UniRef90_R6XBD7,0
UniRef90_K5ZDK4,0
UniRef90_B1SBJ4,0
UniRef90_K5ZBK6,0
UniRef90_A0A015WK49,0
UniRef90_K5ZYB1,0
UniRef90_K5ZUN2,0
UniRef90_N2BCA3,0
UniRef90_Q29R63,0
UniRef90_K5YMQ5,0
UniRef90_B0NX14,0
UniRef90_Q4X4F3,0
UniRef90_P11369,0
UniRef90_H2CKQ3,0
UniRef90_B0NWR4,0
UniRef90_A5KR91,0
UniRef90_E9I5F4,0
UniRef90_A5KRI7,0
UniRef90_K8EDY4,0
UniRef90_A5Z2Z7,0
UniRef90_A5ZYU5,0
UniRef90_N2BJ19,0
UniRef90_A8SSN6,0
UniRef90_A5Z2Z6,0
UniRef90_A7B6Q1,0
UniRef90_F6K4W5,1.9.3.1
UniRef90_UPI0003B2F08F,0
UniRef90_A6L8X7,0
UniRef90_N1ZDX1,0
UniRef90_R6X2N4,0
UniRef90_K5YXU8,0
UniRef90_N1Z3G2,0
UniRef90_B7R8V3,0
UniRef90_Q59199,1.2.1.12
UniRef90_N1ZMM0,0
UniRef90_N1ZS05,0
UniRef90_N2BGZ1,0
UniRef90_A6BGW3,0
UniRef90_G3MQT2,0
UniRef90_N2B6P7,0
UniRef90_G8F167,0
UniRef90_C7T9B0,0
UniRef90_K5YZ96,0
UniRef90_W9ES03,0
UniRef90_N1Z6T7,0
UniRef90_R6WP78,0
UniRef90_R6X5K9,0
UniRef90_A0A014IHL6,0
UniRef90_A5ZYV3,0
UniRef90_A8S539,0
UniRef90_F7F1I6,0
UniRef90_N1Z5G2,0
UniRef90_Q9D7Z6,0
UniRef90_UPI00036D18AF,0
UniRef90_B0NER4,0
UniRef90_M0R7M9,0
UniRef90_Q7TP33,0
UniRef90_I7G815,0
UniRef90_K6AQ86,0
UniRef90_D4PZQ0,0
UniRef90_B7R8V5,0
UniRef90_R5I7R5,0
UniRef90_R6IBF4,0
UniRef90_E9HZH1,0
UniRef90_C7T764,0
UniRef90_J7TUV6,0
UniRef90_K6AUL6,0
UniRef90_N1ZM68,0
UniRef90_C7TAR6,0
UniRef90_A7B8Q2,0
UniRef90_C9B2Y6,0
UniRef90_R5DPL5,0
UniRef90_A0A024PJX1,0
UniRef90_D0TK89,0
UniRef90_D6SA04,0
UniRef90_K6A5E7,0
UniRef90_N2AP30,0
UniRef90_C9MYW9,0
UniRef90_K5ZVM8,0
UniRef90_K5ZU12,0
UniRef90_S4WAB8,0
UniRef90_A8SIB4,0
UniRef90_F6S7I1,0
UniRef90_T2IW85,0
UniRef90_M2QZ94,0
UniRef90_F1YWH0,0
UniRef90_N2AUT8,0
UniRef90_A4EB57,0
UniRef90_K5ZF52,1.16.3.2
UniRef90_N1Z1T4,0
UniRef90_N1ZG67,0
UniRef90_D6S6C8,0
UniRef90_B6W6V6,0
UniRef90_R6WQ56,0
UniRef90_L0CZD0,0
UniRef90_R9MNL9,0
UniRef90_F3R5J3,0
UniRef90_N1Z6E2,0
UniRef90_N2AX94,0
UniRef90_S4WBH5,0
UniRef90_N1ZLN7,0
UniRef90_K5ZU03,0
UniRef90_J9HR62,0
UniRef90_N1ZJQ1,0
UniRef90_W8YEH7,0
UniRef90_K5ZHP0,0
UniRef90_N1ZD44,0
UniRef90_D4V267,0
UniRef90_T1I6J1,0
UniRef90_UPI000328C9EB,0
UniRef90_N1Z9E8,0
UniRef90_M5RIP4,0
UniRef90_C3WU82,0
UniRef90_N1ZDV0,0
UniRef90_T4AWL0,0
UniRef90_UPI0001F857D7,0
UniRef90_K6A5C7,0
UniRef90_N1ZAM0,0
UniRef90_J7SHX6,0
UniRef90_N1Z5G6,0
UniRef90_I1LXS8,0
UniRef90_A0A059LT68,0
UniRef90_B6W9M0,0
UniRef90_A7ACD2,0
UniRef90_UPI00035E867A,0
UniRef90_K6A3T3,0
UniRef90_M1Y815,0
UniRef90_UPI00029CCAA7,0
UniRef90_UPI00016311CD,0
UniRef90_K5ZRS8,1.16.3.2
UniRef90_N1ZJP4,0
UniRef90_UPI00033174BD,0
UniRef90_K5ZD17,0
UniRef90_I7JND3,0
UniRef90_U6Z507,0
UniRef90_W8YEG6,0
UniRef90_N1ZB99,2.8.3.8
UniRef90_R6XD50,0
UniRef90_B0MGJ9,0
UniRef90_F5RQN3,0
UniRef90_R7QU22,0
UniRef90_B0X9P3,0
UniRef90_UPI000184352F,0
UniRef90_T3PHN4,0
UniRef90_UPI000363CBF5,0
UniRef90_E5VPR3,0
UniRef90_P00848,0
UniRef90_UPI000468B91F,0
UniRef90_N1ZHM2,0
UniRef90_W8ZHX5,0
UniRef90_N1ZMZ6,0
UniRef90_R5DFT6,1.11.1.6
UniRef90_E5VL83,0
UniRef90_A5TSU5,0
UniRef90_G5AHY9,0
UniRef90_B0NIM7,0
UniRef90_F9N0C7,0
UniRef90_K6AX53,0
UniRef90_N1ZG73,0
UniRef90_N1ZMQ2,0
UniRef90_R6WZJ2,4.2.1.11
UniRef90_X5NU12,1.6.5.5
UniRef90_UPI00035E57DE,0
UniRef90_UPI00035CBA39,0
UniRef90_E9I4S5,0
UniRef90_D7UUB6,0
UniRef90_K5ZGJ0,0
UniRef90_K5ZVN3,0
UniRef90_K6A1B3,0
UniRef90_N1Z2I5,0
UniRef90_C7T763,0
