uniref,ec
UNMAPPED,0
UniRef90_D1KAJ3,0
UniRef90_A7AJP8,0
UniRef90_D0TKA0,0
UniRef90_A8RZB5,0
UniRef90_S0GJR7,0
UniRef90_A5ZLI4,0
UniRef90_A7ACF2,0
UniRef90_unknown,0
UniRef90_B1QRR6,0
UniRef90_B5CUP9,0
UniRef90_A7AJP9,0
UniRef90_UPI000156FA79,0
UniRef90_A5ZQM1,0
UniRef90_D4CI29,0
UniRef90_S7K4H7,0
UniRef90_W1YU10,0
UniRef90_A7VD49,0
UniRef90_W8YNF3,0
UniRef90_UPI0001532979,0
UniRef90_R9J210,0
UniRef90_W1WT70,0
UniRef90_A8S6F0,0
UniRef90_K0WTB3,0
UniRef90_V1EAX6,0
UniRef90_B3C522,0
UniRef90_A7B5X1,0
UniRef90_D9UEL3,0
UniRef90_W2CMU2,0
UniRef90_UPI00015BEA70,0
UniRef90_G9S8W7,0
UniRef90_UPI0001DE5DFE,0
UniRef90_G5SMU9,0
UniRef90_L2CS94,0
UniRef90_A7VEU0,0
UniRef90_A0A023KWQ1,0
UniRef90_A8SIA6,0
UniRef90_X2PD96,0
UniRef90_A7SPZ4,0
UniRef90_A0A015S3B6,0
UniRef90_A5ZYU0,0
UniRef90_A8ST13,0
UniRef90_R9D7R0,0
UniRef90_A5KRL1,0
UniRef90_D1KAJ2,0
UniRef90_D5GZ89,0
UniRef90_E0XVH4,0
UniRef90_B7R8V5,0
UniRef90_A7B6K6,0
UniRef90_A7B8Q0,0
UniRef90_W1I8G9,0
UniRef90_UPI000156186B,0
UniRef90_D6SEF8,0
UniRef90_E9RZN0,0
UniRef90_F1YWH0,0
UniRef90_A7VEM4,0
UniRef90_UPI00036D18AF,0
UniRef90_W8YEK8,0
UniRef90_B1A1E2,0
UniRef90_A7B8Q2,0
UniRef90_A6BKY7,0
UniRef90_A5Z319,0
UniRef90_UPI00019656B7,0
UniRef90_K5Z1A3,0
UniRef90_X3F781,0
UniRef90_UPI00019660E0,0
UniRef90_H4BMF2,0
UniRef90_UPI0001FD331E,0
UniRef90_N2B405,0
UniRef90_C3WU82,0
UniRef90_W6U045,0
UniRef90_A0A026VT83,0
UniRef90_A5TSU5,0
UniRef90_I0UD96,0
UniRef90_N1ZRS8,0
UniRef90_UPI0002487685,0
UniRef90_T0NDH0,0
UniRef90_W4SH06,0
UniRef90_A5Z511,0
UniRef90_A5ZYU5,0
UniRef90_R6X2N4,0
UniRef90_A4EB57,0
UniRef90_A4EBI3,0
UniRef90_R0CI69,0
UniRef90_T1DKC0,0
UniRef90_D4PZQ0,0
UniRef90_A5ZYV5,0
UniRef90_A5ZQM3,0
UniRef90_J7TUV6,0
UniRef90_G6AJF3,0
UniRef90_K6AUE6,0
UniRef90_R5DPL5,0
UniRef90_A5KRI7,0
UniRef90_A7B6Q1,0
UniRef90_K7F1M8,0
UniRef90_D6S3A2,0
UniRef90_UPI0001FABDB5,0
UniRef90_N1ZLN7,0
UniRef90_A0A016JHV3,0
UniRef90_N1Z9E8,0
UniRef90_N1ZM68,0
UniRef90_R5I7R5,0
UniRef90_F7AA48,0
UniRef90_J3SBR0,0
UniRef90_B0NWG2,0
UniRef90_A7VJ92,0
UniRef90_A6BKY9,0
UniRef90_R6X5K9,0
UniRef90_N1ZD63,0
UniRef90_A5ZYV3,0
UniRef90_A1AII0,0
UniRef90_W9ES03,0
UniRef90_A2VD29,0
UniRef90_A5ZYK8,0
UniRef90_A8S539,0
UniRef90_A5KR94,0
UniRef90_K4G302,0
UniRef90_A6P028,0
UniRef90_A7VD51,0
UniRef90_B5CLP5,0
UniRef90_K6A195,0
UniRef90_A5Z324,0
UniRef90_A5ZYV6,0
UniRef90_Q3RFD0,0
UniRef90_D1YGT1,0
UniRef90_A5ZYU6,0
UniRef90_K5ZU07,0
UniRef90_W1YRV6,0
UniRef90_W7JSH6,0
UniRef90_A5Z2Z7,0
UniRef90_N1ZAM5,0
UniRef90_K6A1K8,0
UniRef90_Q5BXX7,0
UniRef90_N1ZJP8,0
UniRef90_A5ZYV7,0
UniRef90_A5ZLI2,0
UniRef90_C7T763,0
UniRef90_E0MU53,0
UniRef90_M1XNQ3,0
UniRef90_N1Z6E2,0
UniRef90_E5VPR3,0
UniRef90_A5KR91,0
UniRef90_Q5L7N5,4.1.1.49
UniRef90_A0A009X8S5,0
UniRef90_N1Z2S6,0
