Pathway,both,humann2,mpro,num_Ecs,sample
Acarbose and validamycin biosynthesis,0.0,0.0,1.0,14,504_cecq_n_new
Aflatoxin biosynthesis,0.0,0.0,1.0,13,504_cecq_n_new
"Alanine, aspartate and glutamate metabolism",9.0,3.0,7.0,50,504_cecq_n_new
Amino sugar and nucleotide sugar metabolism,10.0,1.0,12.0,119,504_cecq_n_new
Aminoacyl-tRNA biosynthesis,12.0,0.0,10.0,31,504_cecq_n_new
Aminobenzoate degradation,1.0,0.0,1.0,51,504_cecq_n_new
Arginine and proline metabolism,6.0,1.0,7.0,86,504_cecq_n_new
Arginine biosynthesis,4.0,1.0,7.0,28,504_cecq_n_new
Ascorbate and aldarate metabolism,4.0,0.0,1.0,46,504_cecq_n_new
Benzoate degradation,3.0,0.0,2.0,69,504_cecq_n_new
Biosynthesis of ansamycins,0.0,0.0,1.0,4,504_cecq_n_new
Biosynthesis of antibiotics,57.0,5.0,52.0,496,504_cecq_n_new
Biosynthesis of secondary metabolites,84.0,7.0,71.0,778,504_cecq_n_new
Biosynthesis of siderophore group nonribosomal peptides,1.0,1.0,1.0,6,504_cecq_n_new
Biosynthesis of unsaturated fatty acids,1.0,0.0,0.0,16,504_cecq_n_new
Biosynthesis of vancomycin group antibiotics,0.0,0.0,1.0,10,504_cecq_n_new
Biotin metabolism,1.0,2.0,1.0,20,504_cecq_n_new
Butanoate metabolism,5.0,2.0,4.0,55,504_cecq_n_new
C5-Branched dibasic acid metabolism,3.0,0.0,1.0,22,504_cecq_n_new
Caprolactam degradation,1.0,0.0,1.0,21,504_cecq_n_new
Carbapenem biosynthesis,0.0,0.0,1.0,5,504_cecq_n_new
Carbon fixation in photosynthetic organisms,8.0,0.0,4.0,25,504_cecq_n_new
Carbon fixation pathways in prokaryotes,6.0,0.0,19.0,50,504_cecq_n_new
Chloroalkane and chloroalkene degradation,0.0,0.0,1.0,17,504_cecq_n_new
Citrate cycle (TCA cycle),6.0,0.0,10.0,26,504_cecq_n_new
Cyanoamino acid metabolism,1.0,0.0,1.0,30,504_cecq_n_new
Cysteine and methionine metabolism,9.0,2.0,11.0,76,504_cecq_n_new
D-Alanine metabolism,1.0,0.0,1.0,6,504_cecq_n_new
D-Glutamine and D-glutamate metabolism,2.0,0.0,2.0,12,504_cecq_n_new
Dioxin degradation,1.0,0.0,0.0,13,504_cecq_n_new
Drug metabolism - cytochrome P450,0.0,1.0,1.0,8,504_cecq_n_new
Drug metabolism - other enzymes,3.0,1.0,6.0,25,504_cecq_n_new
Fatty acid biosynthesis,4.0,2.0,1.0,17,504_cecq_n_new
Fatty acid degradation,2.0,0.0,3.0,29,504_cecq_n_new
Fatty acid elongation,1.0,0.0,1.0,13,504_cecq_n_new
Folate biosynthesis,4.0,0.0,7.0,51,504_cecq_n_new
Fructose and mannose metabolism,7.0,0.0,9.0,75,504_cecq_n_new
Galactose metabolism,7.0,0.0,8.0,48,504_cecq_n_new
Geraniol degradation,1.0,0.0,1.0,10,504_cecq_n_new
Glucosinolate biosynthesis,0.0,0.0,1.0,15,504_cecq_n_new
Glutathione metabolism,4.0,1.0,5.0,39,504_cecq_n_new
Glycerolipid metabolism,3.0,0.0,3.0,40,504_cecq_n_new
Glycerophospholipid metabolism,8.0,0.0,2.0,61,504_cecq_n_new
"Glycine, serine and threonine metabolism",13.0,2.0,12.0,68,504_cecq_n_new
Glycolysis / Gluconeogenesis,13.0,0.0,10.0,48,504_cecq_n_new
Glycosaminoglycan degradation,0.0,0.0,2.0,15,504_cecq_n_new
Glycosphingolipid biosynthesis - ganglio series,0.0,0.0,2.0,8,504_cecq_n_new
Glycosphingolipid biosynthesis - globo and isoglobo series,1.0,0.0,2.0,13,504_cecq_n_new
Glyoxylate and dicarboxylate metabolism,8.0,0.0,5.0,73,504_cecq_n_new
Histidine metabolism,4.0,0.0,6.0,38,504_cecq_n_new
Human cytomegalovirus infection,1.0,0.0,0.0,2,504_cecq_n_new
Human papillomavirus infection,1.0,0.0,0.0,2,504_cecq_n_new
Inositol phosphate metabolism,1.0,0.0,4.0,48,504_cecq_n_new
Isoquinoline alkaloid biosynthesis,0.0,0.0,2.0,57,504_cecq_n_new
Limonene and pinene degradation,1.0,0.0,0.0,16,504_cecq_n_new
Lipoic acid metabolism,1.0,0.0,1.0,3,504_cecq_n_new
Lipopolysaccharide biosynthesis,4.0,0.0,3.0,27,504_cecq_n_new
Lysine biosynthesis,3.0,0.0,3.0,28,504_cecq_n_new
Lysine degradation,1.0,0.0,4.0,53,504_cecq_n_new
Metabolic pathways,160.0,17.0,163.0,1650,504_cecq_n_new
