uniref,ec
UNMAPPED,0
UniRef90_unknown,0
UniRef90_D1KAJ3,0
UniRef90_S0GJR7,0
UniRef90_A7ACF2,0
UniRef90_A7AJP8,0
UniRef90_B5CUP9,0
UniRef90_D0TKA0,0
UniRef90_A8RZB5,0
UniRef90_S7K4H7,0
UniRef90_Q4YHX4,0
UniRef90_Q4YHT4,0
UniRef90_A5ZLI4,0
UniRef90_UPI000156FA79,0
UniRef90_Q4YA27,0
UniRef90_Q4YI61,0
UniRef90_Q4YHF0,0
UniRef90_Q4YHW5,0
UniRef90_G9S8W7,0
UniRef90_A7SPZ4,0
UniRef90_Q7R6V5,0
UniRef90_A7AJP9,0
UniRef90_B3C522,0
UniRef90_A5ZQM1,0
UniRef90_Q4YA17,0
UniRef90_Q7R7S4,0
UniRef90_K0WTB3,0
UniRef90_Q4YJU8,0
UniRef90_W8YEK8,0
UniRef90_R9J210,0
UniRef90_Q4YI79,0
UniRef90_UPI0001DE5DFE,0
UniRef90_E0XVH4,0
UniRef90_Q4YHQ3,0
UniRef90_Q7R7L8,0
UniRef90_B1QRR6,0
UniRef90_Q4X813,0
UniRef90_Q4YK64,0
UniRef90_UPI00015BEA70,0
UniRef90_N1ZD63,0
UniRef90_Q4YH89,0
UniRef90_Q4YJ71,0
UniRef90_Q4X778,0
UniRef90_Q7R7M0,0
UniRef90_P11369,0
UniRef90_Q4YHX5,0
UniRef90_N2B405,0
UniRef90_Q7R7D8,0
UniRef90_UPI00019656B7,0
UniRef90_Q4YHQ2,0
UniRef90_Q4XDB9,0
UniRef90_UPI00019660E0,0
UniRef90_K6AYS9,0
UniRef90_W6U045,0
UniRef90_E0MU53,0
UniRef90_D4CI29,0
UniRef90_Q3RFD0,0
UniRef90_K7F1M8,0
UniRef90_A5Z304,0
UniRef90_A7VD49,0
UniRef90_Q7R6U7,0
UniRef90_Q4YD76,0
UniRef90_Q4X6X1,0
UniRef90_A8S6F0,0
UniRef90_A7B5X1,0
UniRef90_Q4YD51,0
UniRef90_UPI0001532979,0
UniRef90_A5KRL1,0
UniRef90_D3Z496,0
UniRef90_D1KAJ2,0
UniRef90_Q4XG51,0
UniRef90_A0A026VT83,0
UniRef90_Q4YAG3,0
UniRef90_UPI0002487685,0
UniRef90_W1YU10,0
UniRef90_B0NWG2,0
UniRef90_F9WBA8,0
UniRef90_Q7R857,0
UniRef90_W1WT70,0
UniRef90_Q3U156,0
UniRef90_G1Q1K5,0
UniRef90_A0A009X8S5,0
UniRef90_D9UEL3,0
UniRef90_K5ZBK6,0
UniRef90_A7VEU0,0
UniRef90_G1Q0M0,0
UniRef90_Q4YDX5,0
UniRef90_G1Q6C2,0
UniRef90_Q4YK81,0
UniRef90_R9D7R0,0
UniRef90_J3QP72,0
UniRef90_A7VEM4,0
UniRef90_D3Z1I6,0
UniRef90_K6A1K8,0
UniRef90_D6SEF8,0
UniRef90_N1ZJP8,0
UniRef90_Q7R7C2,0
UniRef90_K5Z1A3,0
UniRef90_A6LE88,0
UniRef90_A8ST13,0
UniRef90_A0A015S3B6,0
UniRef90_B1A1E2,0
UniRef90_W2CMU2,0
UniRef90_D3Z1I8,0
UniRef90_Q7R6U8,0
UniRef90_Q4Y9P6,0
UniRef90_A5ZYU0,0
UniRef90_R0CI69,0
UniRef90_N1ZJS6,0
UniRef90_W8YNF3,0
UniRef90_UPI000156186B,0
UniRef90_K5ZYR5,0
UniRef90_K5ZZY7,0
UniRef90_J3QMM9,0
UniRef90_A5ZYU6,0
UniRef90_Q7R7B9,0
UniRef90_K5ZUN2,0
UniRef90_G6AJF3,0
UniRef90_Q7R7J7,0
UniRef90_Q4YIR0,0
UniRef90_E9RZN0,0
UniRef90_A5Z511,0
UniRef90_N2ASE1,0
UniRef90_J3KMP5,0
UniRef90_UPI0001FD331E,0
UniRef90_Q7R7J3,0
UniRef90_Q8CCG8,0
UniRef90_D4VKI7,2.7.7.49
UniRef90_K5ZU07,0
UniRef90_N1Z3G2,0
UniRef90_A7B8Q0,0
UniRef90_N1ZDX1,0
UniRef90_N2B6Q5,0
UniRef90_K6A0T5,0
UniRef90_G7SQ06,0
UniRef90_N1Z1T4,0
UniRef90_K5Z513,0
UniRef90_D5GZ89,0
UniRef90_H4BMF2,0
UniRef90_N1ZHM2,0
UniRef90_Q5L7N5,4.1.1.49
UniRef90_Q4Y9G9,0
UniRef90_Q4YDI1,0
UniRef90_N2BCN4,0
UniRef90_T1DKC0,0
UniRef90_Q4YJW7,0
UniRef90_N1ZK91,0
UniRef90_N1ZD44,0
UniRef90_I7GIE7,0
UniRef90_F1YWH0,0
UniRef90_Q7R849,0
UniRef90_K6AQ86,0
UniRef90_W4SH06,0
UniRef90_A6LIG0,0
UniRef90_N1ZLN7,0
UniRef90_K5ZGT5,0
UniRef90_R6XBD7,0
UniRef90_J3SBR0,0
UniRef90_K5ZEK9,0
UniRef90_N1ZS05,0
UniRef90_UPI000185C9BD,0
UniRef90_J3QMT9,0
UniRef90_Q4YDJ6,0
UniRef90_F7AA48,0
UniRef90_Q4YJX9,0
UniRef90_K6AGA7,0
UniRef90_K8EDY4,0
UniRef90_K5YZ96,0
UniRef90_K5ZVM8,0
UniRef90_D6S3A2,0
UniRef90_K5Y8F0,0
UniRef90_K7E4C1,0
UniRef90_K5Z035,0
UniRef90_T0NDH0,0
UniRef90_K7EZW6,0
UniRef90_N1ZAM5,0
UniRef90_Q5BXX7,0
UniRef90_UPI000203B445,0
UniRef90_Q7R7N2,0
UniRef90_D7UYD2,0
UniRef90_A5ZYU5,0
UniRef90_Q7R856,0
UniRef90_A7LQH0,0
UniRef90_E3ZUM0,0
UniRef90_G3N917,0
UniRef90_N1Z5G6,0
UniRef90_Q4YIV1,0
UniRef90_A2VD29,0
UniRef90_K4G302,0
UniRef90_K4FXW8,0
UniRef90_Q7PD06,0
UniRef90_B7R8V5,0
UniRef90_K5ZUP3,0
UniRef90_N2AP30,0
UniRef90_W7JSH6,0
UniRef90_A8SIA6,0
UniRef90_B0NEX9,0
UniRef90_Q4YJ79,0
UniRef90_P11260,0
UniRef90_A7B6K6,0
UniRef90_A5ZQM3,0
UniRef90_A5ZYV5,0
UniRef90_N2BCA3,0
UniRef90_K5Y6T8,0
UniRef90_N2AS70,0
UniRef90_R5DHZ7,0
UniRef90_K6AUL6,0
UniRef90_N1ZRS8,0
UniRef90_N2AR07,0
UniRef90_Q9QUJ6,0
UniRef90_M1XNQ3,0
UniRef90_D4CI50,0
UniRef90_K6ARN5,0
UniRef90_Q8A6A5,0
UniRef90_A6BKY7,0
UniRef90_K5ZYB1,0
UniRef90_N2BGZ1,0
UniRef90_W9ES03,0
UniRef90_Q4YIL0,0
UniRef90_UPI0001FABDB5,0
UniRef90_K5Z9T8,0
UniRef90_N1ZMW5,0
UniRef90_R5I7R5,0
UniRef90_D4PZQ0,0
UniRef90_R6XD50,0
UniRef90_Q4YI71,0
