Pathway,both,humann2,mpro,num_Ecs,sample
Acarbose and validamycin biosynthesis,2.0,0.0,0.0,14,504_cecq_y_new
Aflatoxin biosynthesis,1.0,0.0,0.0,13,504_cecq_y_new
"Alanine, aspartate and glutamate metabolism",18.0,3.0,4.0,50,504_cecq_y_new
Amino sugar and nucleotide sugar metabolism,17.0,0.0,16.0,119,504_cecq_y_new
Aminoacyl-tRNA biosynthesis,21.0,0.0,3.0,31,504_cecq_y_new
Aminobenzoate degradation,0.0,2.0,0.0,51,504_cecq_y_new
Arachidonic acid metabolism,0.0,1.0,0.0,26,504_cecq_y_new
Arginine and proline metabolism,10.0,2.0,5.0,86,504_cecq_y_new
Arginine biosynthesis,7.0,3.0,6.0,28,504_cecq_y_new
Ascorbate and aldarate metabolism,2.0,0.0,5.0,46,504_cecq_y_new
Atrazine degradation,0.0,0.0,1.0,10,504_cecq_y_new
Benzoate degradation,2.0,1.0,3.0,69,504_cecq_y_new
Biosynthesis of ansamycins,0.0,0.0,1.0,4,504_cecq_y_new
Biosynthesis of antibiotics,82.0,12.0,39.0,496,504_cecq_y_new
Biosynthesis of secondary metabolites,108.0,16.0,67.0,778,504_cecq_y_new
Biosynthesis of siderophore group nonribosomal peptides,2.0,1.0,1.0,6,504_cecq_y_new
Biosynthesis of unsaturated fatty acids,1.0,1.0,1.0,16,504_cecq_y_new
Biosynthesis of vancomycin group antibiotics,1.0,0.0,0.0,10,504_cecq_y_new
Biotin metabolism,10.0,0.0,1.0,20,504_cecq_y_new
Butanoate metabolism,6.0,3.0,4.0,55,504_cecq_y_new
C5-Branched dibasic acid metabolism,3.0,0.0,2.0,22,504_cecq_y_new
Caprolactam degradation,0.0,1.0,1.0,21,504_cecq_y_new
Carbapenem biosynthesis,2.0,0.0,0.0,5,504_cecq_y_new
Carbon fixation in photosynthetic organisms,10.0,1.0,2.0,25,504_cecq_y_new
Carbon fixation pathways in prokaryotes,11.0,1.0,12.0,50,504_cecq_y_new
Chloroalkane and chloroalkene degradation,0.0,0.0,2.0,17,504_cecq_y_new
Chlorocyclohexane and chlorobenzene degradation,0.0,0.0,1.0,21,504_cecq_y_new
Citrate cycle (TCA cycle),8.0,0.0,4.0,26,504_cecq_y_new
Cyanoamino acid metabolism,3.0,0.0,1.0,30,504_cecq_y_new
Cysteine and methionine metabolism,15.0,3.0,9.0,76,504_cecq_y_new
D-Alanine metabolism,2.0,0.0,0.0,6,504_cecq_y_new
D-Glutamine and D-glutamate metabolism,4.0,0.0,0.0,12,504_cecq_y_new
Drug metabolism - cytochrome P450,1.0,0.0,1.0,8,504_cecq_y_new
Drug metabolism - other enzymes,9.0,0.0,3.0,25,504_cecq_y_new
Ether lipid metabolism,0.0,1.0,0.0,23,504_cecq_y_new
Ethylbenzene degradation,0.0,0.0,1.0,6,504_cecq_y_new
Fatty acid biosynthesis,7.0,0.0,1.0,17,504_cecq_y_new
Fatty acid degradation,2.0,1.0,4.0,29,504_cecq_y_new
Fatty acid elongation,0.0,1.0,2.0,13,504_cecq_y_new
Flavone and flavonol biosynthesis,0.0,0.0,1.0,32,504_cecq_y_new
Fluorobenzoate degradation,0.0,0.0,1.0,14,504_cecq_y_new
Folate biosynthesis,9.0,1.0,5.0,51,504_cecq_y_new
Fructose and mannose metabolism,11.0,1.0,9.0,75,504_cecq_y_new
Galactose metabolism,8.0,0.0,8.0,48,504_cecq_y_new
Geraniol degradation,0.0,1.0,2.0,10,504_cecq_y_new
Glucosinolate biosynthesis,1.0,0.0,0.0,15,504_cecq_y_new
Glutathione metabolism,7.0,0.0,4.0,39,504_cecq_y_new
Glycerolipid metabolism,2.0,1.0,6.0,40,504_cecq_y_new
Glycerophospholipid metabolism,5.0,1.0,6.0,61,504_cecq_y_new
"Glycine, serine and threonine metabolism",15.0,3.0,10.0,68,504_cecq_y_new
Glycolysis / Gluconeogenesis,17.0,0.0,7.0,48,504_cecq_y_new
Glycosaminoglycan degradation,1.0,0.0,2.0,15,504_cecq_y_new
Glycosphingolipid biosynthesis - ganglio series,1.0,0.0,1.0,8,504_cecq_y_new
Glycosphingolipid biosynthesis - globo and isoglobo series,1.0,0.0,2.0,13,504_cecq_y_new
Glyoxylate and dicarboxylate metabolism,6.0,4.0,9.0,73,504_cecq_y_new
Histidine metabolism,7.0,0.0,4.0,38,504_cecq_y_new
Human cytomegalovirus infection,1.0,0.0,0.0,2,504_cecq_y_new
Human papillomavirus infection,1.0,0.0,0.0,2,504_cecq_y_new
Inositol phosphate metabolism,1.0,0.0,5.0,48,504_cecq_y_new
Insect hormone biosynthesis,0.0,0.0,1.0,9,504_cecq_y_new
Isoquinoline alkaloid biosynthesis,1.0,0.0,1.0,57,504_cecq_y_new
Limonene and pinene degradation,0.0,1.0,1.0,16,504_cecq_y_new
Linoleic acid metabolism,0.0,1.0,0.0,13,504_cecq_y_new
Lipoic acid metabolism,1.0,0.0,0.0,3,504_cecq_y_new
Lipopolysaccharide biosynthesis,11.0,1.0,5.0,27,504_cecq_y_new
Lysine biosynthesis,6.0,3.0,5.0,28,504_cecq_y_new
Lysine degradation,1.0,1.0,3.0,53,504_cecq_y_new
Mannose type O-glycan biosynthesis,0.0,0.0,1.0,8,504_cecq_y_new
Metabolic pathways,251.0,33.0,162.0,1650,504_cecq_y_new
Metabolism of xenobiotics by cytochrome P450,1.0,0.0,1.0,10,504_cecq_y_new
Methane metabolism,11.0,2.0,3.0,87,504_cecq_y_new
Microbial metabolism in diverse environments,68.0,13.0,53.0,668,504_cecq_y_new
Monobactam biosynthesis,3.0,2.0,0.0,10,504_cecq_y_new
Naphthalene degradation,0.0,0.0,1.0,9,504_cecq_y_new
"Neomycin, kanamycin and gentamicin biosynthesis",1.0,0.0,0.0,28,504_cecq_y_new
Nicotinate and nicotinamide metabolism,3.0,2.0,7.0,59,504_cecq_y_new
Nitrogen metabolism,6.0,0.0,3.0,37,504_cecq_y_new
Nitrotoluene degradation,1.0,0.0,0.0,7,504_cecq_y_new
Novobiocin biosynthesis,2.0,0.0,0.0,16,504_cecq_y_new
One carbon pool by folate,10.0,0.0,6.0,24,504_cecq_y_new
Other glycan degradation,1.0,0.0,2.0,9,504_cecq_y_new
Other types of O-glycan biosynthesis,0.0,0.0,1.0,9,504_cecq_y_new
Oxidative phosphorylation,4.0,0.0,3.0,11,504_cecq_y_new
PI3K-Akt signaling pathway,1.0,0.0,0.0,2,504_cecq_y_new
Pantothenate and CoA biosynthesis,12.0,1.0,1.0,31,504_cecq_y_new
Penicillin and cephalosporin biosynthesis,1.0,0.0,0.0,14,504_cecq_y_new
Pentose and glucuronate interconversions,10.0,3.0,5.0,67,504_cecq_y_new
Pentose phosphate pathway,15.0,1.0,6.0,55,504_cecq_y_new
Peptidoglycan biosynthesis,10.0,1.0,1.0,19,504_cecq_y_new
Phenazine biosynthesis,0.0,0.0,1.0,13,504_cecq_y_new
Phenylalanine metabolism,4.0,2.0,5.0,67,504_cecq_y_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",10.0,0.0,6.0,39,504_cecq_y_new
Phenylpropanoid biosynthesis,0.0,0.0,2.0,30,504_cecq_y_new
Phosphatidylinositol signaling system,0.0,0.0,2.0,29,504_cecq_y_new
Phosphonate and phosphinate metabolism,4.0,1.0,0.0,29,504_cecq_y_new
Photosynthesis,2.0,0.0,0.0,3,504_cecq_y_new
