Amino acid metabolism,Biosynthesis of other secondary metabolites,Carbohydrate metabolism,Chemical structure transformation maps,Energy metabolism,Global and overview maps,Glycan biosynthesis and metabolism,Lipid metabolism,Metabolism of cofactors and vitamins,Metabolism of other amino acids,Metabolism of terpenoids and polyketides,Nucleotide metabolism,Xenobiotics biodegradation and metabolism
ec:1.11.1.21,ec:1.11.1.21,ec:5.4.2.10,,ec:1.2.1.12,ec:1.1.1.86,ec:3.6.1.27,ec:2.3.1.39,ec:1.1.1.86,ec:6.3.2.3,ec:2.3.1.16,ec:1.17.4.1,ec:1.11.1.21
ec:1.1.1.86,ec:1.2.1.11,ec:1.1.1.22,,ec:4.1.1.49,ec:1.1.1.22,ec:2.5.1.7,ec:2.3.1.16,ec:4.1.1.98,ec:1.17.4.1,ec:5.3.3.2,ec:2.7.4.8,ec:1.14.13.2
ec:1.8.1.4,ec:3.1.3.25,ec:1.8.1.4,,ec:5.3.1.1,ec:1.8.1.4,ec:3.2.1.22,ec:2.3.1.51,ec:2.5.1.61,ec:3.4.11.23,ec:1.2.1.3,ec:3.5.2.3,ec:2.3.1.16
ec:2.3.1.16,ec:5.4.2.2,ec:1.2.1.3,,ec:5.1.3.1,ec:1.14.13.2,ec:3.2.1.23,ec:1.2.1.3,ec:2.8.1.8,ec:2.1.1.14,ec:2.7.1.148,ec:6.3.5.3,ec:1.17.4.1
ec:6.3.2.3,ec:2.7.2.4,ec:1.1.1.44,,ec:6.3.1.2,ec:1.17.4.1,ec:6.3.2.8,ec:1.3.1.9,ec:2.7.4.3,ec:1.2.1.3,ec:1.1.1.267,ec:2.7.4.3,ec:1.2.1.3
ec:1.2.1.11,ec:2.6.1.1,ec:1.2.1.12,,ec:5.4.2.12,ec:1.2.1.11,ec:6.3.2.13,ec:2.7.1.30,ec:2.7.7.3,ec:1.1.1.44,ec:4.2.1.46,ec:6.3.2.6,ec:6.3.5.2
ec:4.2.1.33,ec:1.1.1.18,ec:4.1.1.49,,ec:2.7.2.1,ec:2.1.1.14,ec:2.4.1.129,ec:3.2.1.22,ec:2.5.1.15,ec:3.11.1.1,ec:4.6.1.12,ec:6.3.5.2,ec:1.1.1.205
ec:6.3.4.5,ec:4.2.1.46,ec:2.3.1.222,,ec:4.2.1.11,ec:1.1.1.23,ec:1.3.1.98,ec:3.2.1.23,ec:2.1.1.107,ec:2.7.2.1,ec:2.2.1.7,ec:1.1.1.205,ec:1.1.1.1
ec:2.1.1.14,ec:6.4.1.2,ec:5.3.1.1,,ec:1.4.1.4,ec:1.1.1.87,ec:6.3.2.4,ec:1.1.1.1,ec:1.1.1.1,ec:1.4.1.1,ec:2.2.1.1,ec:2.7.7.8,ec:2.5.1.18
ec:1.1.1.23,ec:1.2.1.41,ec:5.1.3.1,,ec:2.7.9.1,ec:1.2.1.3,ec:2.4.1.227,ec:2.3.1.180,ec:2.2.1.6,ec:1.1.1.42,ec:1.17.7.4,ec:2.7.7.7,ec:2.4.2.10
ec:1.1.1.87,ec:2.7.2.11,ec:5.1.3.4,,ec:6.3.4.3,ec:1.1.1.44,ec:3.4.16.4,ec:1.1.1.94,ec:6.3.4.3,ec:6.3.1.1,ec:1.17.7.3,ec:6.3.5.5,ec:3.5.4.5
ec:1.2.1.3,ec:2.7.7.24,ec:5.4.99.1,,ec:3.1.3.11,ec:1.3.1.9,ec:3.5.1.108,ec:6.4.1.2,ec:4.2.1.9,ec:2.5.1.18,ec:2.5.1.75,ec:2.7.7.6,ec:1.12.99.6
ec:2.3.1.31,ec:2.7.7.4,ec:6.3.1.2,,ec:3.6.3.14,ec:1.2.1.12,ec:2.7.8.13,ec:4.2.1.59,ec:2.1.2.5,ec:6.3.2.8,ec:2.7.7.24,ec:5.4.2.2,ec:3.1.1.45
ec:4.2.1.10,ec:3.2.1.21,ec:5.3.1.12,,ec:2.7.2.2,ec:1.1.1.205,ec:5.1.3.20,ec:1.1.1.100,ec:2.7.1.26,ec:6.1.1.10,ec:1.3.1.28,ec:2.7.2.2,ec:2.3.1.9
ec:3.6.1.31,ec:4.1.1.18,ec:3.2.1.55,,ec:1.5.1.5,ec:1.4.1.4,ec:2.4.1.58,ec:2.7.7.41,ec:1.5.1.5,ec:2.1.2.1,ec:5.4.4.2,ec:2.7.6.5,ec:2.3.1.174
ec:6.3.1.2,ec:2.7.1.2,ec:5.4.2.12,,ec:4.1.2.13,ec:2.1.1.107,ec:2.4.1.182,ec:3.1.6.1,ec:2.8.1.7,ec:5.1.1.3,ec:2.3.1.9,ec:2.4.2.7,ec:3.2.1.31
ec:5.4.2.12,ec:3.2.1.31,ec:2.7.7.27,,ec:2.7.1.11,ec:1.1.1.1,ec:2.3.1.191,ec:2.3.1.40,ec:2.8.1.4,ec:6.3.2.4,ec:1.1.1.35,ec:4.1.1.21,ec:2.7.1.21
ec:4.3.1.3,ec:3.5.2.6,ec:2.7.2.1,,ec:2.7.2.3,ec:2.1.2.5,ec:2.4.99.12,ec:1.1.5.3,ec:4.2.3.1,ec:5.1.1.1,ec:3.3.2.1,ec:2.7.4.25,ec:1.1.1.35
ec:3.5.2.7,ec:2.6.1.42,ec:2.5.1.7,,ec:1.1.1.42,ec:1.5.1.5,ec:2.3.1.129,ec:2.3.1.15,ec:1.6.1.2,ec:2.3.1.8,ec:5.1.3.13,ec:2.4.2.10,ec:3.5.1.5
ec:1.4.1.4,ec:2.5.1.44,ec:5.3.1.9,,ec:2.6.1.1,ec:1.1.1.267,ec:6.3.2.9,ec:2.3.1.9,ec:4.1.99.22,ec:2.9.1.1,ec:2.5.1.31,ec:2.7.4.22,ec:2.4.2.8
ec:6.3.5.5,ec:4.1.3.27,ec:4.2.1.11,,ec:6.4.1.3,ec:1.4.1.1,ec:3.2.1.52,ec:2.3.1.179,ec:6.3.5.1,ec:1.3.1.1,ec:2.7.7.60,ec:2.1.2.2,ec:3.6.1.23
ec:1.1.1.1,ec:2.6.1.9,ec:3.2.1.22,,ec:1.3.5.1,ec:1.1.1.42,ec:5.3.1.13,ec:4.3.1.7,ec:2.5.1.78,ec:1.11.1.15,,ec:3.5.4.5,ec:2.7.4.6
ec:2.2.1.6,ec:5.1.3.13,ec:3.2.1.23,,ec:6.4.1.2,ec:1.1.1.3,ec:3.2.1.31,ec:1.18.1.3,ec:4.2.1.59,ec:1.1.1.49,,ec:4.3.2.2,
ec:2.3.3.13,ec:1.4.3.21,ec:2.4.1.18,,ec:1.9.3.1,ec:1.1.1.18,ec:2.3.1.243,ec:1.1.1.35,ec:1.1.1.100,ec:3.4.11.2,,ec:3.6.1.3,
ec:4.2.1.9,,ec:2.7.9.1,,ec:2.7.4.1,ec:1.3.5.1,ec:2.7.1.167,ec:3.1.1.32,ec:5.4.99.60,ec:2.1.1.13,,ec:2.1.2.3,
ec:2.1.2.5,,ec:1.1.1.1,,ec:1.6.5.11,ec:1.9.3.1,ec:2.7.8.42,ec:1.1.1.6,ec:2.1.2.2,ec:3.5.1.2,,ec:6.3.4.2,
ec:2.7.2.2,,ec:2.3.3.13,,ec:5.4.99.2,ec:1.1.1.85,ec:3.6.1.54,ec:2.3.1.41,ec:2.5.1.3,ec:6.3.2.1,,ec:2.7.1.40,
ec:5.4.99.5,,ec:5.4.2.2,,ec:2.1.2.1,ec:1.6.1.2,ec:2.7.1.130,ec:2.7.8.20,ec:2.7.8.7,ec:2.6.1.19,,ec:2.1.3.2,
ec:1.4.1.1,,ec:3.1.3.11,,ec:6.4.1.1,ec:1.1.1.100,ec:2.5.1.55,ec:4.1.1.65,ec:6.1.1.17,ec:2.7.7.4,,ec:2.1.1.45,
ec:2.7.2.4,,ec:4.1.2.19,,ec:3.6.1.1,ec:2.1.2.2,ec:2.7.7.38,ec:3.1.4.46,ec:2.1.2.1,ec:4.1.1.15,,ec:5.4.2.7,
ec:1.1.1.3,,ec:4.1.2.13,,ec:2.2.1.1,ec:2.1.2.1,ec:3.2.1.18,ec:3.2.1.18,ec:2.7.7.18,ec:3.2.1.21,,ec:2.7.6.1,
ec:2.6.1.1,,ec:2.7.1.11,,ec:1.5.1.20,ec:1.2.1.41,ec:3.2.1.49,ec:2.7.8.5,ec:3.5.4.25,ec:3.4.11.1,,ec:1.3.1.14,
ec:4.2.1.20,,ec:2.7.2.3,,ec:3.5.4.9,ec:2.1.2.3,ec:5.3.1.28,ec:2.7.1.31,ec:4.1.1.36,ec:6.3.2.9,,ec:6.3.3.1,
