Pathway,both,humann2,mpro,num_Ecs,sample
Acarbose and validamycin biosynthesis,0.0,0.0,1.0,14,501_colq_n_hk
"Alanine, aspartate and glutamate metabolism",7.0,1.0,4.0,50,501_colq_n_hk
Amino sugar and nucleotide sugar metabolism,4.0,1.0,12.0,119,501_colq_n_hk
Aminoacyl-tRNA biosynthesis,7.0,0.0,14.0,31,501_colq_n_hk
Aminobenzoate degradation,0.0,1.0,0.0,51,501_colq_n_hk
Arginine and proline metabolism,3.0,1.0,3.0,86,501_colq_n_hk
Arginine biosynthesis,2.0,1.0,4.0,28,501_colq_n_hk
Ascorbate and aldarate metabolism,0.0,0.0,1.0,46,501_colq_n_hk
Atrazine degradation,0.0,0.0,1.0,10,501_colq_n_hk
Biosynthesis of ansamycins,0.0,0.0,1.0,4,501_colq_n_hk
Biosynthesis of antibiotics,40.0,6.0,35.0,496,501_colq_n_hk
Biosynthesis of secondary metabolites,53.0,7.0,44.0,778,501_colq_n_hk
Biosynthesis of unsaturated fatty acids,0.0,0.0,1.0,16,501_colq_n_hk
Biosynthesis of vancomycin group antibiotics,0.0,0.0,1.0,10,501_colq_n_hk
Biotin metabolism,0.0,1.0,3.0,20,501_colq_n_hk
Butanoate metabolism,1.0,1.0,3.0,55,501_colq_n_hk
C5-Branched dibasic acid metabolism,3.0,0.0,2.0,22,501_colq_n_hk
Carbapenem biosynthesis,2.0,0.0,0.0,5,501_colq_n_hk
Carbon fixation in photosynthetic organisms,5.0,0.0,6.0,25,501_colq_n_hk
Carbon fixation pathways in prokaryotes,6.0,1.0,9.0,50,501_colq_n_hk
Chloroalkane and chloroalkene degradation,0.0,0.0,1.0,17,501_colq_n_hk
Citrate cycle (TCA cycle),5.0,1.0,2.0,26,501_colq_n_hk
Cyanoamino acid metabolism,2.0,0.0,1.0,30,501_colq_n_hk
Cysteine and methionine metabolism,5.0,2.0,8.0,76,501_colq_n_hk
D-Alanine metabolism,1.0,0.0,1.0,6,501_colq_n_hk
D-Glutamine and D-glutamate metabolism,3.0,0.0,0.0,12,501_colq_n_hk
Drug metabolism - cytochrome P450,0.0,0.0,1.0,8,501_colq_n_hk
Drug metabolism - other enzymes,4.0,0.0,3.0,25,501_colq_n_hk
Fatty acid biosynthesis,2.0,2.0,2.0,17,501_colq_n_hk
Fatty acid degradation,0.0,0.0,1.0,29,501_colq_n_hk
Folate biosynthesis,1.0,1.0,4.0,51,501_colq_n_hk
Fructose and mannose metabolism,5.0,0.0,8.0,75,501_colq_n_hk
Galactose metabolism,2.0,1.0,7.0,48,501_colq_n_hk
Glutathione metabolism,3.0,0.0,2.0,39,501_colq_n_hk
Glycerolipid metabolism,1.0,0.0,1.0,40,501_colq_n_hk
Glycerophospholipid metabolism,1.0,0.0,2.0,61,501_colq_n_hk
