uniref,ec
UNMAPPED,0
UniRef90_unknown,0
UniRef90_B5CUP9,0
UniRef90_A7ACF2,0
UniRef90_S0GJR7,0
UniRef90_D0TKA0,0
UniRef90_D1KAJ3,0
UniRef90_X1E4R2,0
UniRef90_UPI000156FA79,0
UniRef90_A5ZQM1,0
UniRef90_A7AJP8,0
UniRef90_A7AJP9,0
UniRef90_Q4YHT4,0
UniRef90_K0WTB3,0
UniRef90_Q4YHX4,0
UniRef90_Q4YA27,0
UniRef90_A5ZLI4,0
UniRef90_N2B405,0
UniRef90_B3C522,0
UniRef90_R9J210,0
UniRef90_Q4YHF0,0
UniRef90_V1EAX6,0
UniRef90_A8RZB5,0
UniRef90_Q4YI61,0
UniRef90_Q8A6A5,0
UniRef90_K5Z513,0
UniRef90_UPI00015BEA70,0
UniRef90_S7K4H7,0
UniRef90_K5YN04,0
UniRef90_UPI0001DE5DFE,0
UniRef90_Q4YHW5,0
UniRef90_D4CI29,0
UniRef90_E0XVH4,0
UniRef90_K6ARK0,0
UniRef90_N2BCN4,0
UniRef90_UPI0001532979,0
UniRef90_K5ZYR5,0
UniRef90_G9S8W7,0
UniRef90_Q7R6V5,0
UniRef90_UPI00019656B7,0
UniRef90_Q7R7S4,0
UniRef90_N1ZD63,0
UniRef90_N2AR07,0
UniRef90_N2ASE1,0
UniRef90_A0A015S3B6,0
UniRef90_S0GNF1,0
UniRef90_A7B8Q0,0
UniRef90_K5ZYW7,0
UniRef90_K5ZTK9,3.1.3.11
UniRef90_K5ZA95,0
UniRef90_N2BJ19,0
UniRef90_Q4YJU8,0
UniRef90_K5ZIB9,0
UniRef90_K5ZY47,0
UniRef90_D4VKI7,2.7.7.49
UniRef90_Q4YA17,0
UniRef90_K5YY67,0
UniRef90_N2AMZ1,0
UniRef90_Q7R7L8,0
UniRef90_K5YSJ8,0
UniRef90_K6ALS7,0
UniRef90_K6A5H4,0
UniRef90_N2AIQ2,0
UniRef90_K5Z127,0
UniRef90_K6A3S9,0
UniRef90_R5DDL4,0
UniRef90_N2B2M3,0
UniRef90_Q7R7M0,0
UniRef90_K5Y2J7,0
UniRef90_D9UEL3,0
UniRef90_N2AVB7,0
UniRef90_N2B749,0
UniRef90_K5ZTE6,0
UniRef90_UPI000156186B,0
UniRef90_K5Z1A3,0
UniRef90_K6AQ86,0
UniRef90_UPI00019660E0,0
UniRef90_N2BB15,0
UniRef90_K5ZU07,0
UniRef90_K6A2J2,0
UniRef90_B1QRR6,0
UniRef90_N1ZJP4,0
UniRef90_K6AUG3,0
UniRef90_Q4X813,0
UniRef90_N2AU03,0
UniRef90_K5ZZZ2,0
UniRef90_K5ZDG3,0
UniRef90_Q4YHQ3,0
UniRef90_A6LA57,4.3.3.7
UniRef90_Q4YK64,0
UniRef90_Q4YI79,0
UniRef90_K6AX53,0
UniRef90_K5ZUL5,0
UniRef90_W1YU10,0
UniRef90_K5ZRH9,0
UniRef90_K5ZBF8,0
UniRef90_K5ZNM3,0
UniRef90_N2ARM6,0
UniRef90_N2B0W2,0
UniRef90_W8YEK8,0
UniRef90_R6WVL3,0
UniRef90_K5YTJ8,0
UniRef90_X0ZJG6,0
UniRef90_K5YZ96,0
UniRef90_K5ZUF0,0
UniRef90_K6A1K1,0
UniRef90_A6LEI6,0
UniRef90_N2B728,0
UniRef90_K5Y627,0
UniRef90_N2B053,0
UniRef90_K6ATC1,0
UniRef90_K5ZXP2,0
UniRef90_K5ZZN3,0
UniRef90_K5Z1Z9,0
UniRef90_B0NWG2,0
UniRef90_K6A5M2,0
UniRef90_K5YUH6,0
UniRef90_N2B722,0
UniRef90_N2B0F9,0
UniRef90_N2B0G6,0
UniRef90_K5YVP9,0
UniRef90_K5ZNZ1,0
UniRef90_Q7R7D8,0
UniRef90_K5YR74,0
UniRef90_K5ZGQ2,0
UniRef90_K5ZNZ5,0
UniRef90_N2AUV6,0
UniRef90_B0NEX9,0
UniRef90_K5ZM12,0
UniRef90_N2BE30,0
UniRef90_K5YVM7,0
UniRef90_K6ADB0,0
UniRef90_K5Y261,0
UniRef90_K5Z729,0
UniRef90_K6A4Q6,0
UniRef90_N2ALU8,0
UniRef90_Q5L7N5,4.1.1.49
UniRef90_K6A3V3,0
UniRef90_K6AL10,2.4.2.14
UniRef90_K5YHA7,0
UniRef90_K5YVK2,0
UniRef90_K6A450,0
UniRef90_N2B2Y0,0
UniRef90_K5YZN2,0
UniRef90_K5Z767,0
UniRef90_K5ZBP0,0
UniRef90_K6A263,0
UniRef90_K6A283,0
UniRef90_Q64WN1,0
UniRef90_K5ZHZ7,0
UniRef90_N2B6C4,0
UniRef90_K5ZF52,1.16.3.2
UniRef90_H4BMF2,0
UniRef90_K6ARN5,0
UniRef90_X1DQU4,0
UniRef90_A7VEM4,0
UniRef90_K5Z5V4,0
UniRef90_R6XBD7,0
UniRef90_K7F1M8,0
UniRef90_A7ADT9,0
UniRef90_N2B002,0
UniRef90_K6ARH6,0
UniRef90_Q4YHX5,0
UniRef90_X1AAC5,0
UniRef90_K5YNT1,0
UniRef90_N2ARI4,0
UniRef90_K5YTM2,0
UniRef90_K5Y508,0
UniRef90_N2BA98,0
UniRef90_Q4YJ71,0
UniRef90_A7SPZ4,0
UniRef90_D4VSU5,0
UniRef90_K5Y8F0,0
UniRef90_K5YUI7,0
UniRef90_N2B579,0
UniRef90_K5YK89,0
UniRef90_K6A2A2,0
UniRef90_K6ADF7,0
UniRef90_N2ASL6,0
UniRef90_N2B4M3,0
UniRef90_N2BCN2,0
UniRef90_Q4YHQ2,0
UniRef90_Q4X778,0
UniRef90_K5ZYD5,0
UniRef90_K5Z5T7,0
UniRef90_N2B6P7,0
UniRef90_UPI0001FD331E,0
UniRef90_K5Z996,0
UniRef90_N2BCU2,0
UniRef90_K5ZU68,0
UniRef90_N2AV24,0
UniRef90_Q4YH89,0
UniRef90_K5YSH1,0
UniRef90_A5KRL1,0
UniRef90_K5Z9K7,0
UniRef90_K5ZEK9,0
UniRef90_N2AX67,0
UniRef90_K6A828,0
UniRef90_A5ZYV7,0
UniRef90_K5YVV9,0
UniRef90_K5Z5U6,0
UniRef90_K6AGJ4,0
UniRef90_X0ZIV7,0
UniRef90_K5ZUN2,0
UniRef90_N2B1B3,0
UniRef90_K5YXW8,0
UniRef90_K5ZZ20,0
UniRef90_N1ZRS8,0
UniRef90_K5YXC8,0
UniRef90_K5ZDD2,0
UniRef90_K5ZU22,0
UniRef90_K6ABM3,0
UniRef90_N2AJW4,0
UniRef90_K6AHL9,0
UniRef90_N2ANK6,0
UniRef90_S0GHM4,0
UniRef90_K5YF26,0
UniRef90_K5YIZ7,0
UniRef90_K5ZUB2,0
UniRef90_K6A6P6,0
UniRef90_K6APH1,0
UniRef90_R6X473,0
UniRef90_G6AJF3,0
UniRef90_K6AX84,0
UniRef90_K5Y8K4,0
UniRef90_K6A6I2,0
UniRef90_K6AGC0,0
