Pathway,both,humann2,mpro,num_Ecs,sample
Acarbose and validamycin biosynthesis,2.0,0.0,0.0,14,503_cecq_n_new
"Alanine, aspartate and glutamate metabolism",6.0,2.0,9.0,50,503_cecq_n_new
Amino sugar and nucleotide sugar metabolism,6.0,1.0,14.0,119,503_cecq_n_new
Aminoacyl-tRNA biosynthesis,10.0,0.0,12.0,31,503_cecq_n_new
Arginine and proline metabolism,2.0,1.0,6.0,86,503_cecq_n_new
Arginine biosynthesis,1.0,1.0,8.0,28,503_cecq_n_new
Ascorbate and aldarate metabolism,0.0,0.0,2.0,46,503_cecq_n_new
Atrazine degradation,0.0,0.0,1.0,10,503_cecq_n_new
Benzoate degradation,0.0,0.0,1.0,69,503_cecq_n_new
Biosynthesis of ansamycins,0.0,0.0,1.0,4,503_cecq_n_new
Biosynthesis of antibiotics,41.0,7.0,53.0,496,503_cecq_n_new
Biosynthesis of secondary metabolites,50.0,10.0,81.0,778,503_cecq_n_new
Biosynthesis of unsaturated fatty acids,0.0,0.0,2.0,16,503_cecq_n_new
Biosynthesis of vancomycin group antibiotics,1.0,0.0,0.0,10,503_cecq_n_new
Biotin metabolism,0.0,1.0,3.0,20,503_cecq_n_new
Butanoate metabolism,2.0,0.0,3.0,55,503_cecq_n_new
C5-Branched dibasic acid metabolism,3.0,0.0,1.0,22,503_cecq_n_new
Caprolactam degradation,0.0,0.0,1.0,21,503_cecq_n_new
Carbapenem biosynthesis,1.0,0.0,1.0,5,503_cecq_n_new
Carbon fixation in photosynthetic organisms,5.0,0.0,7.0,25,503_cecq_n_new
Carbon fixation pathways in prokaryotes,7.0,0.0,11.0,50,503_cecq_n_new
Chloroalkane and chloroalkene degradation,0.0,0.0,1.0,17,503_cecq_n_new
Citrate cycle (TCA cycle),6.0,1.0,5.0,26,503_cecq_n_new
"Cutin, suberine and wax biosynthesis",0.0,0.0,1.0,8,503_cecq_n_new
Cyanoamino acid metabolism,2.0,0.0,2.0,30,503_cecq_n_new
Cysteine and methionine metabolism,5.0,1.0,9.0,76,503_cecq_n_new
D-Alanine metabolism,1.0,0.0,1.0,6,503_cecq_n_new
D-Glutamine and D-glutamate metabolism,2.0,0.0,2.0,12,503_cecq_n_new
Drug metabolism - cytochrome P450,0.0,0.0,1.0,8,503_cecq_n_new
Drug metabolism - other enzymes,4.0,0.0,4.0,25,503_cecq_n_new
Fatty acid biosynthesis,2.0,2.0,2.0,17,503_cecq_n_new
Fatty acid degradation,0.0,0.0,3.0,29,503_cecq_n_new
Fatty acid elongation,0.0,0.0,1.0,13,503_cecq_n_new
Folate biosynthesis,0.0,1.0,8.0,51,503_cecq_n_new
Fructose and mannose metabolism,6.0,0.0,8.0,75,503_cecq_n_new
Galactose metabolism,1.0,1.0,10.0,48,503_cecq_n_new
Glucosinolate biosynthesis,0.0,0.0,1.0,15,503_cecq_n_new
Glutathione metabolism,1.0,0.0,4.0,39,503_cecq_n_new
Glycerolipid metabolism,1.0,0.0,3.0,40,503_cecq_n_new
Glycerophospholipid metabolism,2.0,0.0,3.0,61,503_cecq_n_new
"Glycine, serine and threonine metabolism",8.0,1.0,8.0,68,503_cecq_n_new
Glycolysis / Gluconeogenesis,10.0,1.0,13.0,48,503_cecq_n_new
Glycosaminoglycan degradation,0.0,0.0,2.0,15,503_cecq_n_new
Glycosphingolipid biosynthesis - ganglio series,0.0,0.0,2.0,8,503_cecq_n_new
Glycosphingolipid biosynthesis - globo and isoglobo series,0.0,0.0,3.0,13,503_cecq_n_new
Glyoxylate and dicarboxylate metabolism,3.0,0.0,7.0,73,503_cecq_n_new
Histidine metabolism,4.0,0.0,6.0,38,503_cecq_n_new
Human cytomegalovirus infection,0.0,0.0,1.0,2,503_cecq_n_new
Human papillomavirus infection,0.0,0.0,1.0,2,503_cecq_n_new
Inositol phosphate metabolism,1.0,0.0,4.0,48,503_cecq_n_new
Isoquinoline alkaloid biosynthesis,0.0,0.0,1.0,57,503_cecq_n_new
Lipoic acid metabolism,1.0,0.0,0.0,3,503_cecq_n_new
Lipopolysaccharide biosynthesis,3.0,0.0,2.0,27,503_cecq_n_new
Lysine biosynthesis,2.0,2.0,4.0,28,503_cecq_n_new
Lysine degradation,0.0,0.0,3.0,53,503_cecq_n_new
Metabolic pathways,94.0,15.0,177.0,1650,503_cecq_n_new
Metabolism of xenobiotics by cytochrome P450,0.0,0.0,1.0,10,503_cecq_n_new
Methane metabolism,8.0,0.0,5.0,87,503_cecq_n_new
Microbial metabolism in diverse environments,26.0,5.0,52.0,668,503_cecq_n_new
Monobactam biosynthesis,3.0,2.0,0.0,10,503_cecq_n_new
Naphthalene degradation,0.0,0.0,1.0,9,503_cecq_n_new
"Neomycin, kanamycin and gentamicin biosynthesis",0.0,0.0,1.0,28,503_cecq_n_new
Nicotinate and nicotinamide metabolism,1.0,0.0,4.0,59,503_cecq_n_new
Nitrogen metabolism,1.0,2.0,2.0,37,503_cecq_n_new
Nitrotoluene degradation,0.0,0.0,1.0,7,503_cecq_n_new
Novobiocin biosynthesis,1.0,0.0,1.0,16,503_cecq_n_new
One carbon pool by folate,4.0,0.0,5.0,24,503_cecq_n_new
Other glycan degradation,0.0,0.0,3.0,9,503_cecq_n_new
Oxidative phosphorylation,3.0,0.0,4.0,11,503_cecq_n_new
PI3K-Akt signaling pathway,0.0,0.0,1.0,2,503_cecq_n_new
Pantothenate and CoA biosynthesis,5.0,1.0,4.0,31,503_cecq_n_new
Pentose and glucuronate interconversions,5.0,0.0,6.0,67,503_cecq_n_new
Pentose phosphate pathway,2.0,0.0,15.0,55,503_cecq_n_new
Peptidoglycan biosynthesis,3.0,0.0,5.0,19,503_cecq_n_new
Phenazine biosynthesis,0.0,0.0,1.0,13,503_cecq_n_new
Phenylalanine metabolism,1.0,1.0,2.0,67,503_cecq_n_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",4.0,0.0,6.0,39,503_cecq_n_new
Phenylpropanoid biosynthesis,0.0,0.0,3.0,30,503_cecq_n_new
Phosphatidylinositol signaling system,0.0,0.0,1.0,29,503_cecq_n_new
