GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|421484466|ref|NZ_ALJE01000020.1|:c120758-119496|72556|g__Achromobacter.s__Achromobacter_piechaudii|UniRef90_E3HG15|UniRef50_P22256,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia,1263,2,0.0.0.0,1.5835312747426762
gi|407936729|ref|NC_018708.1|:453720-454328|358220|g__Acidovorax.s__Acidovorax_sp_KKS102|UniRef90_K0HU11|UniRef50_K0HU11,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax;s_Acidovorax sp. KKS102,609,5,0.0.0.0,8.210180623973727
gi|407936729|ref|NC_018708.1|:4339061-4341136|358220|g__Acidovorax.s__Acidovorax_sp_KKS102|UniRef90_unknown|UniRef50_A1WJY6,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax,2076,1,0.0.0.0,0.4816955684007707
gi|452734013|ref|NZ_AMHG01000060.1|:c16721-16473|470|g__Acinetobacter.s__Acinetobacter_baumannii|UniRef90_UPI0002BB8EFB|UniRef50_A0A023RWX4,root,249,1,0.0.0.0,4.016064257028113
gi|262370216|ref|NZ_GG704967.1|:275780-276400|40214|g__Acinetobacter.s__Acinetobacter_johnsonii|UniRef90_N9CSF4|UniRef50_B0VDV7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter johnsonii,621,2,0.0.0.0,3.2206119162640903
gi|491166143|ref|NZ_KB849748.1|:c78210-76591|40216|g__Acinetobacter.s__Acinetobacter_radioresistens|UniRef90_K6V050|UniRef50_H2K6Q8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter baumannii,1620,1,0.0.0.0,0.6172839506172839
gi|491305308|ref|NZ_KB850011.1|:1272338-1274119|1217704|g__Acinetobacter.s__Acinetobacter_sp_NIPH_284|UniRef90_N8QHH1|UniRef50_Q2P582,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter sp. TTH0-4,1782,1,0.0.0.0,0.5611672278338945
gi|505764021|gb|AQFM01000036.1|:c125807-123228|202954|g__Acinetobacter.s__Acinetobacter_tandoii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,2580,4,0.0.0.0,1.5503875968992247
gi|400294320|ref|NZ_ALJK01000230.1|:20875-22146|1655|g__Actinomyces.s__Actinomyces_naeslundii|UniRef90_F9PGK4|UniRef50_U1QBV4,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces,1272,3,0.0.0.0,2.358490566037736
gi|223667765|ref|NZ_DS264585.1|:1771-2040|1660|g__Actinomyces.s__Actinomyces_odontolyticus|UniRef90_A7B8Q3|UniRef50_Q57L44,root;k_Bacteria,270,8,0.0.0.0,29.629629629629626
