genus,Length,Reads,RPK
g_,566678,92828,265710.25311276957
g_Acidovorax,3846,8,10.41452907781808
g_Acinetobacter,4269,5,8.464103745121774
g_Actinomyces,8742,20,21.047829416664502
g_Aeromonas,5421,4,3.113019048093274
g_Afipia,762,2,2.6246719160104988
g_Agarivorans,927,1,1.0787486515641855
g_Agrobacterium,780,4,5.128205128205128
g_Algoriphagus,1476,20,27.100271002710027
g_Alistipes,2304,1,0.4340277777777778
g_Alkaliphilus,1182,1,0.8460236886632826
g_Anaerococcus,283,1,3.53356890459364
g_Anaerophaga,150,97,646.6666666666667
g_Anaerotignum,5616,3474,14973.110662381067
g_Arcobacter,582,1,1.718213058419244
g_Arthrobacter,864,3,6.944444444444445
g_Asticcacaulis,6186,6,3.1503982776468296
g_Bacillus,9333,16,35.920591278225
g_Bacteroides,212121,497,534.523132026024
g_Barnesiella,4293,3,0.6988120195667366
g_Bartonella,1779,5,2.810567734682406
g_Belliella,738,1,1.3550135501355014
g_Bifidobacterium,459,1,2.178649237472767
g_Blautia,106048,18332,62443.845083981425
g_Bordetella,2580,37,44.371525978802474
g_Borreliella,2844,1,0.35161744022503516
g_Bosea,2592,10,3.8580246913580245
g_Brachybacterium,2295,6,8.11755596547562
g_Brachyspira,576,1,1.7361111111111112
g_Bradyrhizobium,35643,51,46.49558511165041
g_Brevibacterium,1635,1,0.6116207951070336
g_Brevundimonas,5172,33,28.861839155807214
g_Burkholderia,5328,7,4.271628866226305
g_Butyrivibrio,144,1,6.944444444444445
g_Calditerrivibrio,1449,3,2.070393374741201
g_Campylobacter,1302,1,0.7680491551459293
g_Candidatus Arthromitus,2538,1,0.39401103230890466
g_Candidatus Blochmannia,1713,1,0.5837711617046117
g_Capnocytophaga,5079,4,3.2655356770401016
g_Caulobacter,12246,24,17.11010690127188
g_Cellulophaga,1179,2,1.6963528413910092
g_Cellulosilyticum,1614,1,0.6195786864931846
g_Chania,4260,2,0.9389671361502347
g_Chitinophaga,283,1,3.53356890459364
g_Chlorobaculum,861,1,1.1614401858304297
g_Chlorovirus,1695,1,0.5899705014749262
g_Chryseobacterium,4266,2,0.46882325363338023
g_Clostridium,12966,60,124.64838938717106
g_Comamonas,9507,7,6.7817871176491344
g_Corynebacterium,14634,38,23.104035736835772
g_Croceibacter,1986,4,2.014098690835851
g_Cupriavidus,2652,8,6.033182503770739
g_Cutibacterium,44081,45,52.175925726456306
g_Cyanobacterium,579,1,1.7271157167530227
g_Cytophaga,5832,5,2.57201646090535
g_Delftia,939,1,1.0649627263045793
g_Desulfobacterium,3996,3,1.5015015015015016
g_Desulfovibrio,2079,1,0.481000481000481
g_Desulfuromonas,1293,2,1.5467904098994587
g_Dokdonia,390,2,5.128205128205128
g_Emticicia,1188,1,0.8417508417508418
g_Enterobacter,852,3,7.932788279609088
g_Enterococcus,4410,5,4.671852750545802
g_Erwinia,1827,1,0.5473453749315819
g_Erysipelothrix,114,1,8.771929824561402
g_Erythrobacter,2649,1,0.3775009437523594
g_Escherichia,93666,79,108.03223784461336
g_Eubacterium,309,1,3.236245954692557
g_Fermentimonas,1476,2,2.710027100271003
g_Fervidobacterium,1056,2,1.8939393939393938
g_Fibrella,3018,1,0.3313452617627568
g_Filifactor,283,2,7.06713780918728
g_Filimonas,3378,1,0.2960331557134399
g_Flavobacterium,3147,1,0.31776294884016526
g_Frischella,981,1,1.019367991845056
g_Fusobacterium,6181,6,6.02282859263817
g_Gemella,177,1,5.649717514124294
g_Gemmatimonas,309,1,3.236245954692557
g_Geobacillus,1344,1,0.744047619047619
g_Geobacter,933,9,9.646302250803858
g_Gillisia,2643,1,0.37835792659856227
g_Gloeocapsa,1146,1,0.8726003490401397
g_Gordonia,960,3,3.125
g_Haemophilus,768,1,1.3020833333333333
g_Hymenobacter,729,1,1.3717421124828533
g_Ignavibacterium,1350,1,0.7407407407407407
g_Janthinobacterium,4053,34,30.41220318338193
g_Jiangella,984,1,1.016260162601626
g_Klebsiella,1233,1,0.8110300081103
g_Kocuria,13539,18,17.227293168352332
g_Lachnoclostridium,3279,5,4.574732891510545
g_Lactobacillus,7317,333,2119.3637001228876
g_Lactococcus,4287,3,2.5944807510153316
g_Leadbetterella,180,20,111.11111111111111
g_Legionella,2640,1,0.3787878787878788
g_Leifsonia,1563,1,0.6397952655150352
g_Lentivirus,1653,2,1.2099213551119177
g_Leuconostoc,876,3,3.4246575342465753
g_Limnohabitans,1026,2,1.949317738791423
g_Listeria,747,5,6.693440428380187
g_Maribacter,561,1,1.7825311942959
g_Marinitoga,579,1,1.7271157167530227
g_Mastadenovirus,505,1,1.9801980198019802
g_Meiothermus,606,1,1.6501650165016502
g_Melissococcus,831,1,1.203369434416366
g_Mesorhizobium,11328,37,55.77622064225408
g_Methylobacterium,2844,5,3.5161744022503516
g_Methylococcus,1566,6,3.8314176245210727
g_Micrococcus,2523,8,7.723022791515943
g_Micromonospora,2982,1,0.335345405767941
g_Moraxella,3384,2,1.1822709664436284
g_Moritella,900,7,15.555555555555555
g_Mucilaginibacter,1188,3,2.5252525252525255
g_Mycoplasma,921,1,1.0857763300760044
g_Niastella,10500,27,15.317730327408789
g_Nitratifractor,471,1,2.1231422505307855
g_Nitrobacter,1056,21,39.772727272727266
g_Novosphingobium,789,2,2.5348542458808616
g_Oceanobacillus,1635,1,0.6116207951070336
g_Odoribacter,2490,8,6.425702811244979
g_Ohtaekwangia,165,1,6.0606060606060606
g_Oligotropha,900,1,1.1111111111111112
g_Orthobunyavirus,151,1,6.622516556291391
g_Oscillatoria,702,1,1.4245014245014247
g_Owenweeksia,558,1,1.7921146953405016
g_Paenibacillus,3327,8,8.5644723142081
g_Pandoraea,1335,7,5.2434456928838955
g_Pantoea,6249,15,6.579628016566713
g_Parabacteroides,95935,9254,30358.49591372962
g_Pasteurella,1611,1,0.6207324643078833
g_Pedobacter,7974,13,9.051021042767072
g_Percavirus,1137,1,0.8795074758135444
g_Phenylobacterium,1296,3,2.314814814814815
g_Pimelobacter,1200,1,0.8333333333333334
g_Polaromonas,1095,1,0.9132420091324202
g_Polymorphum,2352,1,0.4251700680272109
g_Porphyromonas,7355,120,285.5884609527536
g_Prevotella,21791,233,505.01752035433225
g_Prochlorococcus,1509,12,7.952286282306163
g_Propionibacterium,993,5,15.737477786813649
g_Pseudomonas,30894,37,25.68901024142587
g_Pseudothermotoga,1506,19,25.232403718459494
g_Ralstonia,17656,288,410.6932544816368
g_Ramlibacter,4602,2,1.0468853114620293
g_Rhizobium,12126,40,31.557283458873467
g_Rhodomicrobium,846,4,4.7281323877068555
g_Rhodoplanes,1422,1,0.7032348804500703
g_Rhodopseudomonas,1329,29,21.8209179834462
g_Rickettsia,2598,3,1.1547344110854505
g_Robiginitalea,306,1,3.2679738562091503
g_Roseateles,1065,2,1.8779342723004695
g_Rothia,2304,5,2.170138888888889
g_Rubrivivax,204,2,9.803921568627452
g_Rufibacter,1188,2,1.6835016835016836
g_Ruminiclostridium,171,1,5.847953216374268
g_Ruminococcus,5526,26,15.86878827430953
g_Saccharothrix,1929,10,5.184033177812338
g_Salinispira,432,2,4.62962962962963
g_Selenomonas,1632,1,0.6127450980392157
g_Serratia,1263,2,1.5835312747426762
g_Sinorhizobium,2502,6,4.770670348212915
g_Sphingobacterium,444,3,13.513513513513514
g_Sphingobium,1260,3,6.937277835110652
g_Sphingomonas,4293,14,17.452212816493134
g_Sphingopyxis,6825,15,5.190589148333223
g_Spirochaeta,3282,3,1.8281535648994516
g_Sporosarcina,1284,10,7.78816199376947
g_Staphylococcus,1713,1,0.5837711617046117
g_Stenotrophomonas,3249,1,0.3077870113881194
g_Stigmatella,495,1,2.0202020202020203
g_Streptococcus,3546,3,2.663816396979163
g_Streptomyces,1635,1,0.6116207951070336
g_Sulfurimonas,288,6,20.833333333333336
g_Sunxiuqinia,231,1,4.329004329004329
g_Syntrophus,318,1,3.144654088050314
g_Tannerella,4452,90,368.2820757409968
g_Terribacillus,2130,1,0.4694835680751174
g_Terriglobus,5049,4,2.3767082590612003
g_Thermoanaerobacter,1494,1,0.6693440428380187
g_Thermosediminibacter,1191,1,0.8396305625524769
g_Thermosulfidibacter,972,1,1.02880658436214
g_Thermovirga,201,4,19.90049751243781
g_Trichormus,4716,2,0.8481764206955046
g_Tyzzerella,1635,11,45.32235582641745
g_Variovorax,9150,35,28.465961824161788
g_Vibrio,5352,5,5.340957371225828
g_Vogesella,795,2,2.5157232704402515
g_Weissella,237,263,1109.704641350211
g_Xanthomonas,2445,5,2.044989775051125
g_Yersinia,1641,1,0.6093845216331505
g_Zymomonas,171,1,5.847953216374268
