genus,Length,Reads,RPK,percentage_rpk
g_unknown,566678,92828,265710.25311276957,57.126035256066416
unclassified,3991695,37619,84139.4802036751,18.08945968864177
g_Blautia,106048,18332,62443.84508398141,13.425034427549681
g_Parabacteroides,95935,9254,30358.49591372962,6.52688591265175
g_Anaerotignum,5616,3474,14973.110662381065,3.2191247329441417
g_Lactobacillus,7317,333,2119.3637001228876,0.455649881912024
g_Weissella,237,263,1109.704641350211,0.23857952684531214
g_Anaerophaga,150,97,646.6666666666667,0.13902927104301346
g_Bacteroides,212121,497,534.523132026024,0.1149191155688761
g_Prevotella,21791,233,505.01752035433225,0.10857559441053559
g_Ralstonia,17656,288,410.6932544816368,0.08829646978278059
g_Tannerella,4452,90,368.2820757409968,0.07917833277599792
g_Porphyromonas,7355,120,285.5884609527536,0.06139972506890327
g_Clostridium,12966,60,124.64838938717108,0.02679862069049086
g_Leadbetterella,180,20,111.11111111111111,0.023888190900861417
g_Escherichia,93666,79,108.03223784461336,0.023226252489714504
g_Mesorhizobium,11328,37,55.77622064225409,0.011991537057876596
g_Cutibacterium,44081,45,52.1759257264563,0.01121749626764479
g_Bradyrhizobium,35643,51,46.495585111650435,0.0099962587187492
g_Tyzzerella,1635,11,45.32235582641745,0.009744021792524059
g_Bordetella,2580,37,44.371525978802474,0.009539599348297487
g_Nitrobacter,1056,21,39.772727272727266,0.008550886515649257
g_Bacillus,9333,16,35.92059127822499,0.007722701475534505
g_Rhizobium,12126,40,31.55728345887347,0.006784617704203492
g_Janthinobacterium,4053,34,30.41220318338193,0.006538432638243716
g_Brevundimonas,5172,33,28.861839155807214,0.006205114111534917
g_Variovorax,9150,35,28.465961824161788,0.006120002972089891
g_Algoriphagus,1476,20,27.100271002710027,0.005826388024600346
g_Pseudomonas,30894,37,25.68901024142587,0.005522975826312286
g_Pseudothermotoga,1506,19,25.232403718459494,0.005424808292227494
g_Corynebacterium,14634,38,23.104035736835772,0.004967222546356715
g_Rhodopseudomonas,1329,29,21.8209179834462,0.004691360289785425
g_Actinomyces,8742,20,21.047829416664502,0.004525151104386434
g_Sulfurimonas,288,6,20.833333333333336,0.0044790357939115165
g_Thermovirga,201,4,19.90049751243781,0.0042784819523930895
g_Sphingomonas,4293,14,17.452212816493134,0.0037521161226256347
g_Kocuria,13539,18,17.227293168352332,0.0037037598111963562
g_Caulobacter,12246,24,17.11010690127188,0.003678565499925562
g_Ruminococcus,5526,26,15.86878827430953,0.003411689792958515
g_Propionibacterium,993,5,15.737477786813649,0.0033834588630252344
g_Moritella,900,7,15.555555555555555,0.0033443467261205983
g_Niastella,10500,27,15.317730327408789,0.003293215796061501
g_Sphingobacterium,444,3,13.513513513513514,0.0029053205149696323
g_Acidovorax,3846,8,10.41452907781808,0.002239058328781415
g_Rubrivivax,204,2,9.803921568627452,0.0021077815500760077
g_Geobacter,933,9,9.646302250803858,0.0020738943868915055
g_Pedobacter,7974,13,9.051021042767072,0.0019459126666560023
g_Erysipelothrix,114,1,8.771929824561402,0.0018859098079627434
g_Paenibacillus,3327,8,8.5644723142081,0.0018413077464625091
g_Acinetobacter,4269,5,8.464103745121774,0.001819729134613485
g_Brachybacterium,2295,6,8.11755596547562,0.0017452235389653723
g_Prochlorococcus,1509,12,7.952286282306163,0.0017096915952902803
g_Enterobacter,852,3,7.932788279609088,0.0017054996471947614
g_Sporosarcina,1284,10,7.78816199376947,0.001674405904265987
g_Micrococcus,2523,8,7.723022791515943,0.0016604013849789282
g_Filifactor,283,2,7.06713780918728,0.0015193902339770513
g_Butyrivibrio,144,1,6.944444444444445,0.0014930119313038386
g_Arthrobacter,864,3,6.944444444444445,0.0014930119313038386
g_Sphingobium,1260,3,6.937277835110652,0.0014914711553169406
g_Comamonas,9507,7,6.7817871176491344,0.0014580416278386472
g_Listeria,747,5,6.693440428380187,0.001439047644630206
g_Orthobunyavirus,151,1,6.622516556291391,0.001423799457667237
g_Pantoea,6249,15,6.579628016566713,0.0014145786910476164
g_Odoribacter,2490,8,6.425702811244979,0.0013814857388449976
g_Ohtaekwangia,165,1,6.0606060606060606,0.0013029922309560772
g_Cupriavidus,2652,8,6.033182503770739,0.0012970963385083123
g_Fusobacterium,6181,6,6.022828592638171,0.0012948703126569644
g_Zymomonas,171,1,5.847953216374268,0.0012572732053084954
g_Ruminiclostridium,171,1,5.847953216374268,0.0012572732053084954
g_Gemella,177,1,5.649717514124294,0.001214653774620072
g_Vibrio,5352,5,5.340957371225829,0.00114827228349485
g_Pandoraea,1335,7,5.2434456928838955,0.0011273078852091904
g_Sphingopyxis,6825,15,5.190589148333223,0.0011159440601699135
g_Saccharothrix,1929,10,5.184033177812338,0.0011145345676918236
g_Agrobacterium,780,4,5.128205128205128,0.0011025318877320655
g_Dokdonia,390,2,5.128205128205128,0.0011025318877320655
g_Sinorhizobium,2502,6,4.770670348212915,0.0010256641560287022
g_Rhodomicrobium,846,4,4.7281323877068555,0.0010165187617387837
g_Enterococcus,4410,5,4.671852750545802,0.0010044189932917735
g_Salinispira,432,2,4.62962962962963,0.0009953412875358925
g_Lachnoclostridium,3279,5,4.574732891510545,0.000983538833695683
g_Sunxiuqinia,231,1,4.329004329004329,0.0009307087363971981
g_Burkholderia,5328,7,4.2716288662263056,0.0009183733723263978
g_Bosea,2592,10,3.8580246913580245,0.0008294510729465769
g_Methylococcus,1566,6,3.8314176245210727,0.0008237307207193592
g_Chitinophaga,283,1,3.53356890459364,0.0007596951169885256
g_Anaerococcus,283,1,3.53356890459364,0.0007596951169885256
g_Methylobacterium,2844,5,3.5161744022503516,0.0007559554082551082
g_Leuconostoc,876,3,3.4246575342465753,0.0007362798565333998
g_Robiginitalea,306,1,3.2679738562091503,0.0007025938500253358
g_Capnocytophaga,5079,4,3.2655356770401016,0.0007020696568203692
g_Gemmatimonas,309,1,3.236245954692557,0.0006957725505105267
g_Eubacterium,309,1,3.236245954692557,0.0006957725505105267
g_Asticcacaulis,6186,6,3.1503982776468296,0.0006773158392315524
g_Syntrophus,318,1,3.144654088050314,0.0006760808745526816
g_Gordonia,960,3,3.125,0.0006718553690867274
g_Aeromonas,5421,4,3.113019048093274,0.0006692795396898301
g_Bartonella,1779,5,2.810567734682406,0.0006042544072730544
g_Fermentimonas,1476,2,2.710027100271003,0.0005826388024600346
g_Streptococcus,3546,3,2.663816396979163,0.0005727037915429478
g_Afipia,762,2,2.6246719160104988,0.0005642879740360965
g_Lactococcus,4287,3,2.5944807510153316,0.0005577970632197809
g_Cytophaga,5832,5,2.57201646090535,0.0005529673819643847
g_Novosphingobium,789,2,2.5348542458808616,0.0005449777391831502
g_Mucilaginibacter,1188,3,2.5252525252525255,0.0005429134295650322
g_Vogesella,795,2,2.5157232704402515,0.0005408646996421453
g_Terriglobus,5049,4,2.3767082590612003,0.0005109773454729715
g_Phenylobacterium,1296,3,2.314814814814815,0.0004976706437679463
g_Bifidobacterium,459,1,2.178649237472767,0.00046839590001689053
g_Rothia,2304,5,2.170138888888889,0.00046656622853244955
g_Nitratifractor,471,1,2.1231422505307855,0.0004564622465132755
g_Calditerrivibrio,1449,3,2.070393374741201,0.0004451215695812687
g_Xanthomonas,2445,5,2.044989775051125,0.00043965995523057824
g_Stigmatella,495,1,2.0202020202020203,0.0004343307436520258
g_Croceibacter,1986,4,2.014098690835851,0.0004330185661787568
g_Mastadenovirus,505,1,1.9801980198019802,0.0004257301348668372
g_Limnohabitans,1026,2,1.949317738791423,0.0004190910684361652
g_Fervidobacterium,1056,2,1.8939393939393938,0.00040718507217377413
g_Roseateles,1065,2,1.8779342723004695,0.00040374407156385493
g_Spirochaeta,3282,3,1.8281535648994516,0.00039304153218967596
g_Owenweeksia,558,1,1.7921146953405016,0.000385293401626797
g_Maribacter,561,1,1.7825311942959,0.00038323300910472855
g_Brachyspira,576,1,1.7361111111111112,0.00037325298282595964
g_Cyanobacterium,579,1,1.7271157167530227,0.0003713190295470687
g_Marinitoga,579,1,1.7271157167530227,0.0003713190295470687
g_Arcobacter,582,1,1.718213058419244,0.0003694050139308467
g_Cellulophaga,1179,2,1.6963528413910092,0.00036470520459330405
g_Rufibacter,1188,2,1.6835016835016836,0.0003619422863766882
g_Meiothermus,606,1,1.6501650165016502,0.00035477511238903096
g_Serratia,1263,2,1.5835312747426762,0.0003404492764968373
g_Desulfuromonas,1293,2,1.5467904098994587,0.00033255022135769956
g_Desulfobacterium,3996,3,1.5015015015015016,0.00032281339055218133
g_Oscillatoria,702,1,1.4245014245014247,0.00030625885770335155
g_Hymenobacter,729,1,1.3717421124828533,0.00029491593704767186
g_Belliella,738,1,1.3550135501355014,0.0002913194012300173
g_Haemophilus,768,1,1.3020833333333333,0.0002799397371194697
g_Lentivirus,1653,2,1.2099213551119177,0.00026012549075348185
g_Melissococcus,831,1,1.203369434416366,0.00025871686896239806
