Pathway,num_Ecs,tally,coverage,who
Acarbose and validamycin biosynthesis,14,2,14.28571429,both
"Alanine, aspartate and glutamate metabolism",50,2,4,humann2
"Alanine, aspartate and glutamate metabolism",50,9,18,mpro
"Alanine, aspartate and glutamate metabolism",50,6,12,both
Amino sugar and nucleotide sugar metabolism,119,14,11.76470588,mpro
Amino sugar and nucleotide sugar metabolism,119,1,0.840336134,humann2
Amino sugar and nucleotide sugar metabolism,119,6,5.042016807,both
Aminoacyl-tRNA biosynthesis,31,10,32.25806452,both
Aminoacyl-tRNA biosynthesis,31,12,38.70967742,mpro
Arginine and proline metabolism,86,2,2.325581395,both
Arginine and proline metabolism,86,1,1.162790698,humann2
Arginine and proline metabolism,86,6,6.976744186,mpro
Arginine biosynthesis,28,1,3.571428571,both
Arginine biosynthesis,28,1,3.571428571,humann2
Arginine biosynthesis,28,8,28.57142857,mpro
Ascorbate and aldarate metabolism,46,1,2.173913043,mpro
Atrazine degradation,10,1,10,mpro
Benzoate degradation,69,1,1.449275362,mpro
Biosynthesis of ansamycins,4,1,25,mpro
Biosynthesis of antibiotics,496,52,10.48387097,mpro
Biosynthesis of antibiotics,496,41,8.266129032,both
Biosynthesis of antibiotics,496,7,1.411290323,humann2
Biosynthesis of secondary metabolites,778,50,6.426735219,both
Biosynthesis of secondary metabolites,778,79,10.15424165,mpro
Biosynthesis of secondary metabolites,778,10,1.285347044,humann2
Biosynthesis of unsaturated fatty acids,16,2,12.5,mpro
Biosynthesis of vancomycin group antibiotics,10,1,10,both
Biotin metabolism,20,3,15,mpro
Biotin metabolism,20,1,5,humann2
Butanoate metabolism,55,2,3.636363636,both
Butanoate metabolism,55,3,5.454545455,mpro
C5-Branched dibasic acid metabolism,22,1,4.545454545,mpro
C5-Branched dibasic acid metabolism,22,3,13.63636364,both
Caprolactam degradation,21,1,4.761904762,mpro
Carbapenem biosynthesis,5,1,20,both
Carbapenem biosynthesis,5,1,20,mpro
Carbon fixation in photosynthetic organisms,25,5,20,both
Carbon fixation in photosynthetic organisms,25,7,28,mpro
Carbon fixation pathways in prokaryotes,50,7,14,both
Carbon fixation pathways in prokaryotes,50,10,20,mpro
Chloroalkane and chloroalkene degradation,17,1,5.882352941,mpro
Citrate cycle (TCA cycle),26,1,3.846153846,humann2
Citrate cycle (TCA cycle),26,6,23.07692308,both
Citrate cycle (TCA cycle),26,5,19.23076923,mpro
"Cutin, suberine and wax biosynthesis",8,1,12.5,mpro
Cyanoamino acid metabolism,30,2,6.666666667,mpro
Cyanoamino acid metabolism,30,2,6.666666667,both
Cysteine and methionine metabolism,76,5,6.578947368,both
Cysteine and methionine metabolism,76,9,11.84210526,mpro
Cysteine and methionine metabolism,76,1,1.315789474,humann2
D-Alanine metabolism,6,1,16.66666667,both
D-Alanine metabolism,6,1,16.66666667,mpro
D-Glutamine and D-glutamate metabolism,12,2,16.66666667,mpro
D-Glutamine and D-glutamate metabolism,12,2,16.66666667,both
Drug metabolism - cytochrome P450,8,1,12.5,mpro
Drug metabolism - other enzymes,25,4,16,mpro
Drug metabolism - other enzymes,25,4,16,both
Fatty acid biosynthesis,17,1,5.882352941,mpro
Fatty acid biosynthesis,17,2,11.76470588,humann2
Fatty acid biosynthesis,17,2,11.76470588,both
Fatty acid degradation,29,2,6.896551724,mpro
Fatty acid elongation,13,1,7.692307692,mpro
Folate biosynthesis,51,1,1.960784314,humann2
Folate biosynthesis,51,7,13.7254902,mpro
Fructose and mannose metabolism,75,8,10.66666667,mpro
Fructose and mannose metabolism,75,6,8,both
Galactose metabolism,48,10,20.83333333,mpro
Galactose metabolism,48,1,2.083333333,humann2
Galactose metabolism,48,1,2.083333333,both
Glucosinolate biosynthesis,15,1,6.666666667,mpro
Glutathione metabolism,39,4,10.25641026,mpro
Glutathione metabolism,39,1,2.564102564,both
Glycerolipid metabolism,40,3,7.5,mpro
Glycerolipid metabolism,40,1,2.5,both
Glycerophospholipid metabolism,61,2,3.278688525,both
Glycerophospholipid metabolism,61,3,4.918032787,mpro
"Glycine, serine and threonine metabolism",68,8,11.76470588,mpro
"Glycine, serine and threonine metabolism",68,1,1.470588235,humann2
"Glycine, serine and threonine metabolism",68,8,11.76470588,both
Glycolysis / Gluconeogenesis,48,1,2.083333333,humann2
Glycolysis / Gluconeogenesis,48,10,20.83333333,both
Glycolysis / Gluconeogenesis,48,12,25,mpro
Glycosaminoglycan degradation,15,2,13.33333333,mpro
Glycosphingolipid biosynthesis - ganglio series,8,2,25,mpro
Glycosphingolipid biosynthesis - globo and isoglobo series,13,3,23.07692308,mpro
Glyoxylate and dicarboxylate metabolism,73,7,9.589041096,mpro
Glyoxylate and dicarboxylate metabolism,73,3,4.109589041,both
Histidine metabolism,38,4,10.52631579,both
Histidine metabolism,38,6,15.78947368,mpro
Human cytomegalovirus infection,2,1,50,mpro
Human papillomavirus infection,2,1,50,mpro
Inositol phosphate metabolism,48,1,2.083333333,both
Inositol phosphate metabolism,48,4,8.333333333,mpro
Isoquinoline alkaloid biosynthesis,57,1,1.754385965,mpro
Lipoic acid metabolism,3,1,33.33333333,both
Lipopolysaccharide biosynthesis,27,3,11.11111111,both
Lipopolysaccharide biosynthesis,27,2,7.407407407,mpro
Lysine biosynthesis,28,4,14.28571429,mpro
Lysine biosynthesis,28,2,7.142857143,humann2
Lysine biosynthesis,28,2,7.142857143,both
Lysine degradation,53,2,3.773584906,mpro
Metabolic pathways,1650,170,10.3030303,mpro
Metabolic pathways,1650,15,0.909090909,humann2
